English name,Score,Genres,Type,Producers,Studios,Rank,Popularity,Favorites,Scored By,Members,Weighted_Score,Premiered Season,Premiered Year
Spiritpact: Bond of the Underworld,7.48,"Action, Boys Love, Comedy, Supernatural",TV,Tencent Animation & Comics,Haoliners Animation League,1764.0,3038,213,18125.0,45787,50.67784033986498,winter,2018
Bullet Train Transforming Robot Shinkalion The Animation,6.73,"Action, Sci-Fi",TV,"Ajia-do, TBS",OLM,5166.0,8711,29,739.0,3922,18.84819840062261,winter,2018
STARMYU Season 3,6.94,Slice of Life,TV,NBCUniversal Entertainment Japan,C-Station,4225.0,6101,33,2911.0,9772,32.34510838482724,summer,2019
Kokkoku,6.99,"Drama, Mystery, Supernatural",TV,Twin Engine,Geno Studio,4038.0,1231,325,69637.0,179724,62.98752044552031,winter,2018
Megalobox,7.88,"Sci-Fi, Sports",TV,"TBS, Kodansha, Bandai Namco Arts, TMS Music",TMS Entertainment,769.0,417,3412,261103.0,489488,76.86901556377633,spring,2018
Granblue Fantasy: The Animation Season 2,6.74,"Adventure, Fantasy",TV,"Aniplex, Cygames, dugout",MAPPA,5126.0,2539,74,20522.0,64385,50.8707537144284,fall,2019
"My Sister, My Writer",4.87,"Comedy, Romance, Ecchi",TV,MAGES.,"NAZ, Magia Doraglier",12109.0,1617,242,53148.0,128202,56.90512564033521,fall,2018
Date A Live III,7.19,"Action, Romance, Sci-Fi",TV,"Nippon Columbia, Kadokawa",J.C.Staff,3081.0,579,1629,196096.0,372305,73.22933480519669,winter,2019
Banana Fish,8.48,"Action, Adventure, Drama, Suspense",TV,"Aniplex, Dentsu, Movic, Fuji TV, Shogakukan",MAPPA,134.0,205,28969,349236.0,810399,80.37645732060409,summer,2018
Forest of Piano,7.31,Drama,TV,NHK,Gaina,2492.0,1686,438,52103.0,121611,60.62515071817187,spring,2018
Tsurune: Kazemai High School Kyudo Club,7.66,Sports,TV,"Lantis, Pony Canyon, Rakuonsha, Bandai Namco Arts",Kyoto Animation,1237.0,1424,1117,57757.0,150738,62.06765172406275,fall,2018
We Rent Tsukumogami,6.69,Supernatural,TV,"TMS Entertainment, Sony Music Communications, Being, Universal Music Japan, Kadokawa, NHK Enterprises",Telecom Animation Film,5409.0,4801,9,5168.0,17923,37.519191624172336,summer,2018
Fist of the Blue Sky: Regenesis,5.65,Action,TV,Souten no Ken,Polygon Pictures,10271.0,5817,17,3349.0,10947,31.714549016053475,spring,2018
Yuuna and the Haunted Hot Springs,7.01,"Comedy, Romance, Supernatural, Ecchi",TV,"Aniplex, Shueisha, BS11",Xebec,3930.0,777,762,121325.0,287752,68.36145299239796,summer,2018
Kakuriyo: Bed and Breakfast for Spirits,7.53,"Drama, Fantasy, Gourmet, Romance",TV,"flying DOG, Kadokawa",Gonzo,1617.0,1378,1298,57632.0,157436,61.881949240354786,spring,2018
Working Buddies!,6.36,Comedy,TV,"Lantis, Movic, Half H.P Studio, BS Fuji, Tokyo MX, Good Smile Company",Tomovies,7083.0,6535,19,3270.0,8235,32.624560433684266,winter,2018
Real Girl,6.85,Romance,TV,"VAP, Nippon Television Network, DeNA",Hoods Entertainment,4630.0,672,1521,161092.0,324468,70.869268514444,spring,2018
gdgd men's Party,5.82,"Comedy, Fantasy",TV,"Tokyo MX, Fan Company, Global Solutions",Strawberry Meets Pictures,9606.0,9539,4,1001.0,2936,20.37122844139616,winter,2018
Miss Caretaker of Sunohara-sou,6.77,"Comedy, Ecchi",TV,"Sotsu, flying DOG, Ichijinsha",SILVER LINK.,5011.0,1475,415,55285.0,144092,60.45697929086269,summer,2018
Caligula,6.0,"Action, Sci-Fi",TV,"Pony Canyon, FuRyu",Satelight,8819.0,2317,107,25786.0,75187,51.94964632293355,spring,2018
Gintama.: Silver Soul Arc,8.81,"Action, Comedy, Sci-Fi",TV,"TV Tokyo, Aniplex, Dentsu, Shueisha",Bandai Namco Pictures,29.0,1117,1136,97711.0,200193,68.47789064378377,winter,2018
The Seven Heavenly Virtues,5.24,"Fantasy, Ecchi",TV,Hobby Japan,Bridge,11506.0,2716,111,17054.0,56894,46.66385792425884,winter,2018
Back Street Girls: Gokudols,6.95,"Comedy, Ecchi",TV,"Toei Video, Kodansha",J.C.Staff,4177.0,1476,600,75130.0,143842,63.66341004301034,summer,2018
Arifureta: From Commonplace to World's Strongest,6.7,"Action, Adventure, Fantasy",TV,"AT-X, Sony Music Communications, Bushiroad, Toranoana, Hakuhodo DY Music & Pictures, Overlap, FuRyu, Bandai Namco Arts","asread., White Fox",5342.0,291,6169,372514.0,652116,78.72897144248968,summer,2019
Dragon Pilot: Hisone and Masotan,7.31,"Award Winning, Comedy, Drama, Fantasy",TV,"Warner Bros. Japan, BS Fuji, Hakuhodo DY Music & Pictures",Bones,2482.0,2213,310,35865.0,80502,57.02868699402982,spring,2018
Magical Girl Ore,6.64,"Comedy, Fantasy",TV,"Genco, AT-X, KlockWorx, Crunchyroll, My Theater D.D.",Pierrot Plus,5620.0,2195,141,25501.0,81384,52.81864914054269,spring,2018
Dropkick On My Devil!,7.02,"Comedy, Supernatural",TV,"BS Fuji, Strawberry Meets Pictures, Hokkaido Cultural Broadcasting, Kanetsu Investment, BookLive, ibis Capital Partners, Global Solutions, Y&N Brothers",Nomad,3905.0,1731,417,40798.0,117108,57.87990197572628,summer,2018
Love To-LIE-Angle,5.61,"Comedy, Girls Love, Ecchi",TV,"Ichijinsha, Cloud22","Creators in Pack, Studio Lings",10426.0,2494,75,25974.0,66347,51.372377494126496,spring,2018
HIMOTE HOUSE: A share house of super psychic girls,5.66,Comedy,TV,"Sony Pictures Entertainment, Chugai Mining, Hakuhodo, GYAO!, THINKR, Moonbell, LinkedBrain",Bouncy,10228.0,4871,19,4406.0,17216,34.37305333546348,fall,2018
Food Wars! The Third Plate: Totsuki Train Arc,7.96,"Gourmet, Ecchi",TV,Shueisha,J.C.Staff,634.0,268,1404,412893.0,691058,81.37952303312554,spring,2018
Mitchiri Neko,6.83,Comedy,TV,Frencel,helo.inc,4723.0,6467,29,3480.0,8461,33.91049691800631,winter,2018
Hinomaru Sumo,7.55,Sports,TV,"Nihon Ad Systems, Pony Canyon, Shueisha, BS11, Jinnan Studio, Cygames, CA-Cygames Anime Fund",Gonzo,1549.0,1730,333,52087.0,117097,60.93328677312888,fall,2018
Grand Blue Dreaming,8.43,Comedy,TV,"Mainichi Broadcasting System, Kodansha, NBCUniversal Entertainment Japan, Avex Pictures, Q-Tec, JR East Marketing & Communications, GYAO!",Zero-G,154.0,243,18468,391686.0,730380,81.42420481893892,summer,2018
GeGeGe no Kitaro,7.2,"Comedy, Horror, Supernatural",TV,"Yomiko Advertising, Fuji TV",Toei Animation,3016.0,2950,122,11084.0,48399,45.574485038060125,spring,2018
Cells at Work!,7.56,Comedy,TV,"Aniplex, Kodansha, Magic Capsule",David Production,1499.0,310,2265,305582.0,624353,77.9846318814104,summer,2018
Asobi Asobase - workshop of fun -,8.19,Comedy,TV,"Hakusensha, AT-X, Sony Music Communications, Kadokawa Media House, Kadokawa",Lerche,353.0,458,6237,213740.0,450287,75.31308900783355,summer,2018
Radiant,6.88,"Action, Adventure, Fantasy",TV,"Studio Hibari, NHK, NHK Enterprises",Lerche,4472.0,1103,419,76720.0,203105,63.76760282970427,fall,2018
How Not to Summon a Demon Lord,6.86,"Comedy, Fantasy, Ecchi",TV,"Sotsu, Kodansha, Half H.P Studio, AT-X, KlockWorx, DIVE II Entertainment, 81 Produce, Tokyo MX, Avex Pictures, Q-Tec, Animatic, Eswood",Ajia-do,4585.0,272,2460,403677.0,687927,79.72993030665344,summer,2018
Release the Spyce,6.94,Action,TV,"Mainichi Broadcasting System, Pony Canyon, Half H.P Studio, KlockWorx, Good Smile Company, Tablier Communications, Kadokawa, Legs, Hawkeye",Lay-duce,4216.0,2410,213,24132.0,70361,52.71282333134822,fall,2018
Merc Storia: The Apathetic Boy and the Girl in a Bottle,6.52,"Action, Adventure, Fantasy",TV,Happy Elements,Encourage Films,6233.0,3800,47,9009.0,30157,42.62303545399218,fall,2018
Gundam Build Divers,6.3,"Action, Sci-Fi",TV,"TV Tokyo, Sotsu",Sunrise,7387.0,3840,51,12807.0,29568,45.68000952086349,spring,2018
Last Period: The Journey to the End of the Despair,6.37,"Action, Adventure, Comedy, Fantasy",TV,"Egg Firm, Happy Elements",J.C.Staff,7012.0,3388,28,10950.0,37840,44.27785596307344,spring,2018
You Don't Know Gunma Yet,5.24,Comedy,TV,TOHO animation,Asahi Production,11510.0,5301,2,5239.0,13834,35.29809803944475,spring,2018
Hanebado!,6.85,Sports,TV,"Kodansha, AT-X, Ultra Super Pictures, TOHO animation, Q-Tec, Sammy, BS11, Contents Seed, Toho Music, MediaLink Entertainment Limited",LIDENFILMS,4641.0,1408,355,72581.0,153064,63.19144038605631,summer,2018
Beyblade Burst Turbo,6.51,"Action, Adventure, Sci-Fi, Sports",TV,"TV Tokyo, d-rights",OLM,6299.0,5270,84,7909.0,13972,41.35421504931018,spring,2018
Mr. Tonegawa: Middle Management Blues,7.17,"Comedy, Drama",TV,"VAP, Half H.P Studio, Nippon Television Network, Nippon Television Music",Madhouse,3179.0,3306,112,13325.0,39693,47.30754192757442,summer,2018
Plunderer,6.62,"Action, Fantasy, Romance, Ecchi",TV,"Half H.P Studio, Nippon Columbia, 81 Produce, Docomo Anime Store, Kadokawa Media House, Kadokawa",Geek Toys,5751.0,536,1399,168812.0,398090,70.99115464263085,winter,2020
Is It Wrong to Try to Pick Up Girls in a Dungeon? II,7.23,"Action, Adventure, Fantasy",TV,"Genco, Movic, Warner Bros. Japan, KlockWorx, SoftBank Creative, Hakuhodo DY Music & Pictures, Egg Firm, FuRyu, GREE",J.C.Staff,2871.0,226,2031,444053.0,774216,81.15384560109734,summer,2019
Goblin Slayer,7.42,"Action, Adventure, Fantasy",TV,"Sony Pictures Entertainment, Frontier Works, AT-X, SoftBank Creative, Bushiroad, Hakuhodo DY Music & Pictures, Good Smile Film, Artist Management Office",White Fox,2013.0,133,6984,627847.0,1048766,84.73907149443178,fall,2018
Fist of the Blue Sky: Regenesis 2nd Season,6.01,Action,TV,Souten no Ken,Polygon Pictures,8784.0,8237,5,1501.0,4660,24.581481134232273,fall,2018
Didn't I Say to Make My Abilities Average in the Next Life?!,6.77,"Comedy, Fantasy",TV,"AT-X, Earth Star Entertainment, Avex Pictures, TV Aichi, ABC Animation, MAGNET",Project No.9,4969.0,1254,427,91482.0,177191,65.3070945348892,fall,2019
Sarazanmai,7.49,"Action, Fantasy, Supernatural",TV,"Aniplex, Dentsu, Movic, Fuji TV, Gentosha Comics","MAPPA, Lapin Track",1758.0,1619,1340,46835.0,128147,59.83291836284961,spring,2019
That Time I Got Reincarnated as a Slime,8.14,"Action, Adventure, Comedy, Fantasy",TV,"Lantis, Kodansha, BS11, Bandai Namco Arts, Micro Magazine Publishing",8bit,417.0,89,27810,814336.0,1338623,88.13549965900941,fall,2018
Okko's Inn,6.6,"Comedy, Slice of Life, Supernatural",TV,"TV Tokyo, Nihon Ad Systems, Kodansha, AT-X, GAGA, Techno Sound, NADA Holdings, Aeon Entertainment","Madhouse, DLE",5849.0,6978,5,1668.0,7015,26.499019858206854,spring,2018
Carole & Tuesday,7.87,"Drama, Sci-Fi",TV,"Fuji TV, flying DOG, BS Fuji, Hakuhodo DY Music & Pictures, Hakuhodo DY Media Partners",Bones,789.0,706,2879,138372.0,315250,70.74195338065097,spring,2019
The Master of Ragnarok & Blesser of Einherjar,5.69,Fantasy,TV,"Sotsu, Crunchyroll SC Anime Fund",EMT Squared,10107.0,1196,307,87063.0,184482,63.15667963638797,summer,2018
Karakuri Circus,7.14,"Action, Adventure, Drama, Mystery",TV,"Fujipacific Music, Twin Engine",Studio VOLN,3337.0,1645,581,36068.0,125512,56.85643983254513,fall,2018
Rascal Does Not Dream of Bunny Girl Senpai,8.24,"Drama, Romance, Supernatural",TV,"Aniplex, Tokyo MX, Hakuhodo DY Music & Pictures, Nagoya Broadcasting Network, BS11, ABC Animation, Kadokawa",CloverWorks,308.0,52,44977,1041646.0,1637954,90.62387280105693,fall,2018
Boogiepop and Others,7.07,"Avant Garde, Drama, Horror, Mystery, Supernatural",TV,"AT-X, Kadokawa Media House, Kadokawa",Madhouse,3654.0,1012,800,66231.0,221487,62.614185282857555,winter,2019
Holmes of Kyoto,6.73,"Drama, Mystery",TV,"MediaNet, AT-X, Futabasha, Hakuhodo, A-Craft, Tohan Corporation, Crunchyroll SC Anime Fund, AQUA ARIS",Seven,5153.0,2577,103,23473.0,62687,52.150286811878075,summer,2018
Boarding School Juliet,7.45,"Action, Comedy, Romance",TV,NBCUniversal Entertainment Japan,LIDENFILMS,1863.0,620,1892,168250.0,351464,72.09653838234651,fall,2018
Music Girls,5.99,Slice of Life,TV,King Records,Studio Deen,8902.0,5032,30,4786.0,15760,35.7153978253995,summer,2018
Muhyo & Roji's Bureau of Supernatural Investigation,6.71,"Mystery, Supernatural",TV,"Sony Pictures Entertainment, Lantis, Animax, Shueisha, JY Animation, Bandai Namco Arts, SKY PerfecTV!",Studio Deen,5299.0,2873,58,13894.0,51204,47.07168727005761,summer,2018
Ace Attorney Season 2,7.16,"Comedy, Drama, Mystery",TV,"Aniplex, Capcom",CloverWorks,3235.0,3350,128,15744.0,38566,48.90055929873168,fall,2018
Gintama.: Silver Soul Arc - Second Half War,8.88,"Action, Comedy, Sci-Fi",TV,"TV Tokyo, Aniplex, Dentsu, Shueisha",Bandai Namco Pictures,24.0,1183,1022,89450.0,185755,67.70343430932837,summer,2018
Double Decker! Doug & Kirill,6.82,"Action, Comedy, Sci-Fi",TV,Lantis,Sunrise,4773.0,3493,94,12776.0,35883,46.42042639932834,fall,2018
Iroduku: The World in Colors,7.52,"Drama, Fantasy, Romance",TV,"Sotsu, NBCUniversal Entertainment Japan, Infinite",P.A. Works,1659.0,692,2110,124924.0,319246,69.31927536345589,fall,2018
Mob Psycho 100 II,8.8,"Action, Comedy, Supernatural",TV,"Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan",Bones,33.0,75,31617,902759.0,1432788,89.87897809420376,winter,2019
Happy Sugar Life,6.79,"Drama, Girls Love, Horror",TV,"VAP, Square Enix, Genco, Mainichi Broadcasting System, Bit Promotion",Ezόla,4908.0,785,2651,130382.0,286291,68.7477070060324,summer,2018
Dororo,8.24,"Action, Adventure, Supernatural",TV,Twin Engine,"Tezuka Productions, MAPPA",301.0,116,19476,585432.0,1146925,85.07492050513412,winter,2019
Pet,6.44,"Mystery, Supernatural",TV,"Fujipacific Music, Ai Addiction, Twin Engine",Geno Studio,6688.0,2051,234,28468.0,91504,53.58404342265112,winter,2020
Babylon,6.74,"Mystery, Suspense",TV,"Fujipacific Music, Twin Engine",Revoroot,5117.0,1452,615,51736.0,147295,59.77527453179529,fall,2019
Operation Han-Gyaku-Sei Million Arthur,6.01,"Action, Adventure, Fantasy",TV,"Square Enix, Sotsu, Genco, Lantis, Magic Capsule, Fields, bilibili, Bandai Namco Arts, Happinet",J.C.Staff,8809.0,3346,46,7365.0,38588,39.8983910510764,fall,2018
The Girl in Twilight,6.42,"Action, Sci-Fi",TV,"Yomiuri Telecasting, Animax, Pony Canyon, Asmik Ace, Studio Mausu, Exit Tunes, Kadokawa, Studio Shamrock, Gamegate","DandeLion Animation Studio, Jumonji, Okuruto Noboru",6748.0,3495,60,11981.0,35863,45.219682060002,fall,2018
Sirius the Jaeger,6.98,"Action, Supernatural",TV,"Sotsu, Warner Bros. Japan, Infinite",P.A. Works,4083.0,934,670,108039.0,239454,67.2032442048491,summer,2018
Sorcerous Stabber Orphen,5.83,"Action, Adventure, Drama, Fantasy",TV,"WOWOW, Genco, Lantis, BS Fuji, Nippon Television Network, Forecast Communications, Yomiuri TV Enterprise, Marui Group, Bandai Namco Arts, TO Books, MediaNet Pictures",Studio Deen,9565.0,2459,65,23422.0,68214,50.746866298794316,winter,2020
Ms. Vampire who lives in my neighborhood.,7.09,"Comedy, Supernatural",TV,Nippon Columbia,"Studio Gokumi, AXsiZ",3589.0,1905,332,41309.0,102008,58.09532203934174,fall,2018
DAKAICHI -I'm being harassed by the sexiest man of the year-,7.38,"Boys Love, Comedy, Drama, Romance",TV,"Aniplex, Movic, Libre, animate",CloverWorks,2139.0,1436,1776,74779.0,149304,64.19642846183501,fall,2018
MAGATSU WAHRHEIT,6.55,"Action, Fantasy",TV,"WOWOW, NBCUniversal Entertainment Japan, Tokyo MX, Q-Tec, Chugai Mining, BS11, KLab, Marui Group, Bit grooove promotion",Yokohama Animation Lab,6059.0,3510,62,11933.0,35517,45.3740755579677,fall,2020
Working Buddies! No 2!,6.4,Comedy,TV,"Lantis, Movic, Half H.P Studio, BS Fuji, Tokyo MX, Good Smile Company, Bandai Namco Arts","Fanworks, Tomovies",6896.0,8932,7,1688.0,3598,26.317483805477927,summer,2018
Gakuen Basara: Samurai High School,6.18,"Action, Comedy",TV,"TBS, DAX Production, High Kick Entertainment",Brain's Base,7977.0,4769,27,4179.0,18259,34.71008613789864,fall,2018
Late night! The Genius Bakabon,5.98,"Comedy, Slice of Life",TV,"Pierrot, Dentsu, TV Tokyo Music, Avex Pictures, Shogakukan, Daiichi Shokai",Pierrot Plus,8933.0,9166,3,1172.0,3324,22.150910834251782,summer,2018
Overlord III,7.92,"Action, Adventure, Fantasy",TV,"AT-X, Hakuhodo DY Music & Pictures, NTT Plala, Kadokawa",Madhouse,696.0,185,5260,530738.0,854053,83.74894137168073,summer,2018
As Miss Beelzebub Likes.,7.23,"Comedy, Fantasy, Romance",TV,"Aniplex, Square Enix, Movic, Studio Mausu, Tokyo MX, Q-Tec, ABC Animation, CA-Cygames Anime Fund",LIDENFILMS,2857.0,2032,317,35071.0,92460,56.70712322360218,fall,2018
UzaMaid!,6.88,"Comedy, Girls Love",TV,"AT-X, Sony Music Communications, Futabasha, Kadokawa Media House, NTT Plala, Kadokawa",Doga Kobo,4479.0,1753,181,49180.0,115514,59.48533040185962,fall,2018
Isekai Cheat Magician,5.46,"Action, Adventure, Fantasy",TV,"AT-X, Kadokawa Media House, Kadokawa, Shufunotomo",Encourage Films,10894.0,724,504,161870.0,306674,68.73155526110932,summer,2019
Aguu: Genius Dolls,5.4,"Action, Drama, Supernatural",TV,Tencent Animation & Comics,Studio Deen,11065.0,7009,6,2179.0,6931,27.14004194364531,summer,2018
The Promised Neverland,8.51,"Fantasy, Mystery, Sci-Fi, Suspense",TV,"Aniplex, Dentsu, Fuji TV, Shueisha, CA-Cygames Anime Fund",CloverWorks,122.0,37,32144,1221982.0,1866038,92.47202562435513,winter,2019
Bloom Into You,7.9,"Drama, Girls Love, Romance",TV,"AT-X, Sony Music Communications, Docomo Anime Store, Kadokawa Media House, Kadokawa",TROYCA,727.0,684,5966,133508.0,320828,70.43398578617025,fall,2018
The Journey Home,5.87,Adventure,TV,TMS Entertainment,"Studio W.Baba, P.I.C.S.",9436.0,13384,4,183.0,799,4.096735171032071,summer,2018
Tokyo Ghoul:re 2nd Season,6.43,"Action, Fantasy, Horror",TV,"Marvelous, Pierrot Plus, TC Entertainment, Shueisha",Pierrot,6720.0,192,2698,494458.0,829173,81.05998834933655,fall,2018
Ultramarine Magmell,6.1,"Action, Adventure, Fantasy",TV,"Shueisha, bilibili, Yomiuri TV Enterprise, FanFan Inc., Shun Produce",Pierrot Plus,8380.0,1426,169,70512.0,150507,61.79622844308624,spring,2019
"If My Favorite Pop Idol Made It to the Budokan, I Would Die",7.43,"Comedy, Girls Love",TV,"Pony Canyon, TBS, Movic, Tokuma Shoten",8bit,1973.0,3183,319,17814.0,42364,50.44657956514658,winter,2020
Theatre of Darkness: Yamishibai 6,6.17,"Avant Garde, Horror, Supernatural",TV,TV Tokyo,ILCA,8011.0,4491,5,9564.0,20800,42.66739526610004,summer,2018
"How clumsy you are, Miss Ueno.",6.57,Comedy,TV,Nippon Columbia,Lesprit,5996.0,1761,192,51454.0,114777,59.47662814364235,winter,2019
The Ones Within,6.87,"Comedy, Drama",TV,"Lantis, AT-X, Docomo Anime Store, Kadokawa Media House, Kadokawa, Muse Communication, Bandai Namco Arts, Bit Promotion",SILVER LINK.,4534.0,1633,577,53063.0,126721,60.20314205187268,summer,2019
Afterlost,5.47,"Action, Adventure, Drama, Fantasy, Mystery",TV,"Sotsu, Pony Canyon, KlockWorx, Tokyo MX, GREE, Akatsuki",Madhouse,10867.0,2519,54,19360.0,65378,48.29885854294738,spring,2019
Real Girl Season 2,7.67,Romance,TV,"VAP, Docomo Anime Store, DeNA, D.N. Dream Partners",Hoods Entertainment,1196.0,1237,1172,95862.0,179160,66.95945854371203,winter,2019
The Morose Mononokean II,7.57,"Comedy, Supernatural",TV,"Pierrot, VAP, Square Enix, AT-X, Nippon Columbia, Age Global Networks, Yomiuri TV Enterprise, Kanon Sound, RAY",Pierrot Plus,1481.0,2908,155,21085.0,50172,52.249755687110074,winter,2019
IDOLiSH7 Second BEAT!,8.14,Drama,TV,"Bandai Visual, Lantis, Bandai Namco Games",TROYCA,425.0,3868,376,9786.0,28951,45.5567592680401,spring,2020
Run with the Wind,8.39,"Drama, Sports",TV,"Movic, Nippon Television Network, TOHO animation, Toy's Factory, Cygames, Yomiuri Shimbun, MediaLink Entertainment Limited",Production I.G,177.0,788,5820,130556.0,285359,70.79818367795637,fall,2018
Stars Align,7.59,"Drama, Sports",TV,"TBS, Movic, Magic Capsule, flying DOG",8bit,1400.0,1152,2186,79922.0,192104,65.10716785447181,fall,2019
Forest of Piano Second Season,7.42,Drama,TV,NHK,Gaina,1986.0,2948,83,22209.0,48533,52.55716411061103,winter,2019
Zombie Land Saga,7.51,"Award Winning, Comedy, Supernatural",TV,"Avex Pictures, Cygames, dugout",MAPPA,1687.0,439,3063,227950.0,470781,75.09821731216586,fall,2018
Magical Girl Spec-Ops Asuka,6.33,"Action, Drama",TV,Kadokawa,LIDENFILMS,7221.0,2202,131,26648.0,81123,52.7819075785153,winter,2019
Domestic Girlfriend,6.67,"Drama, Romance",TV,"Mainichi Broadcasting System, Kodansha, flying DOG, DMM pictures, Bit Promotion",Diomedéa,5490.0,257,5646,428624.0,710124,80.03691417169911,winter,2019
"So I'm a Spider, So What?",7.45,"Action, Adventure, Comedy, Fantasy, Mystery",TV,"Movic, AT-X, Sammy, Crunchyroll, Kadokawa Media House, NTT Plala, Kadokawa",Millepensee,1864.0,530,4035,210482.0,401291,74.25319686391042,winter,2021
Space Battleship Tiramisu Zwei,6.52,"Comedy, Sci-Fi, Slice of Life",TV,"Frontier Works, Nippon Columbia, Studio Mausu, Tokyo MX, Adores, Shinchosha, FuRyu, Exa International, NTT Plala, JY Animation",Gonzo,6254.0,6155,4,4172.0,9577,35.20967523181927,fall,2018
Golden Kamuy Season 2,8.24,"Action, Adventure",TV,"Magic Capsule, NBCUniversal Entertainment Japan, Tokyo MX, Good Smile Company, Sammy, Shueisha, JR East Marketing & Communications, Twin Engine",Geno Studio,304.0,1172,895,103461.0,189247,68.3844157997653,fall,2018
JoJo's Bizarre Adventure: Golden Wind,8.58,"Action, Adventure, Supernatural",TV,"Warner Bros. Japan, KlockWorx, Medicos Entertainment, Shueisha",David Production,87.0,154,30447,638566.0,958134,86.30091858026013,fall,2018
Jingai-san no Yome,5.78,"Comedy, Fantasy, Romance",TV,"MAGES., Cloud22",Saetta,9763.0,3108,102,19088.0,44228,48.693457725320975,fall,2018
WataTen! An Angel Flew Down to Me,7.29,"Comedy, Girls Love",TV,"AT-X, flying DOG, Sony Music Communications, Kadokawa Media House, Ichijinsha, Kadokawa",Doga Kobo,2593.0,1139,946,79511.0,194043,64.66915333954418,winter,2019
Kaguya-sama: Love is War,8.41,Comedy,TV,"Aniplex, Mainichi Broadcasting System, Magic Capsule, Shueisha, JR East Marketing & Communications",A-1 Pictures,172.0,53,37697,1030416.0,1632893,90.7161446678842,winter,2019
Demon Slayer: Kimetsu no Yaiba,8.5,"Action, Award Winning, Fantasy",TV,"Aniplex, Shueisha",ufotable,126.0,7,88375,1943121.0,2808712,96.92736273963585,spring,2019
Bungo Stray Dogs 3,8.22,"Action, Mystery, Supernatural",TV,"WOWOW, Lantis, Movic, Bandai Namco Live Creative, Sony Music Entertainment, Glovision, Kadokawa Media House, Kadokawa, Bandai Namco Arts",Bones,317.0,342,4846,304810.0,581684,78.76630449530687,spring,2019
Strike Witches: 501st JOINT FIGHTER WING Take Off!,6.58,"Comedy, Sci-Fi",TV,"Nippon Columbia, Glovision, Anime Beans","Acca effe, Giga Production",5927.0,4716,28,5721.0,18717,38.338488193165716,spring,2019
League of Nations Air Force Aviation Magic Band Luminous Witches,6.69,Sci-Fi,TV,"AT-X, Docomo Anime Store, Sammy, TV Aichi, Kadokawa Media House, DeNA, Production Ace, BS NTV, Kadokawa",Shaft,5396.0,4330,64,4638.0,22670,36.477218851714184,summer,2022
ENDRO!,6.92,"Fantasy, Slice of Life",TV,"Egg Firm, Sega Games",Studio Gokumi,4313.0,2338,205,25886.0,73842,53.36071094076335,winter,2019
Kono Oto Tomare!: Sounds of Life,7.92,"Drama, Romance",TV,"WOWOW, Movic, KlockWorx, Memory-Tech, King Records, Shueisha, Pony Canyon Enterprise",Platinum Vision,693.0,795,2265,111904.0,283470,68.75842554229928,spring,2019
Xuan Yuan Sword Luminary,6.01,"Action, Adventure, Fantasy",TV,"TV Tokyo, Ai Addiction",Studio Deen,8763.0,4921,19,5002.0,16830,36.17258411475398,fall,2018
Fate/Grand Order: Absolute Demonic Front - Babylonia,7.94,"Action, Fantasy, Supernatural",TV,"Aniplex, Notes, Delightworks",CloverWorks,659.0,845,2443,124834.0,265020,69.83570450911051,fall,2019
"Welcome, Chitose",6.69,"Comedy, Slice of Life",TV,VAP,Gathering,5391.0,7323,14,1693.0,6227,26.772693558349815,fall,2018
Cinderella Nine,6.11,Sports,TV,"TV Tokyo, Victor Entertainment, AT-X",TMS Entertainment,8317.0,3988,34,9611.0,27020,42.620498876332384,spring,2019
MIX,7.22,"Drama, Romance, Sports",TV,"Shogakukan-Shueisha Productions, Yomiuri Telecasting",OLM,2951.0,4254,64,9179.0,23608,43.78513071238925,spring,2019
The Quintessential Quintuplets,7.66,"Comedy, Romance",TV,"Pony Canyon, Kodansha, ZERO-A, GYAO!",Tezuka Productions,1238.0,171,13209,576270.0,890586,84.22013001267429,winter,2019
My Roommate is a Cat,7.73,Slice of Life,TV,"AT-X, NBCUniversal Entertainment Japan, Tokyo MX, Avex Pictures, Q-Tec, BS11, ABC Animation, GYAO!, BookLive",Zero-G,1066.0,1179,1204,86678.0,186091,66.06465390710981,winter,2019
NAMUAMIDABUTSU! -UTENA-,6.06,Fantasy,TV,DMM pictures,Asahi Production,8566.0,5196,28,3446.0,14435,32.66409577381373,spring,2019
Case File nº221: Kabukicho,6.89,"Comedy, Drama, Mystery",TV,"Mainichi Broadcasting System, Movic, Glovision, DMM pictures, Kadokawa",Production I.G,4433.0,2200,190,24391.0,81129,52.74599664300349,fall,2019
Rinshi!! Ekodachan,5.53,"Comedy, Slice of Life",TV,"Sotsu, AT-X, Tokyo MX, Exit Tunes, Radio Osaka, Rakuten, Cloud22","Kinema Citrus, Ascension, Creators in Pack, Zero-G",10678.0,5853,18,3609.0,10791,32.22782020227004,winter,2019
We Never Learn: BOKUBEN,7.28,"Comedy, Romance",TV,"Aniplex, Movic, Barnum Studio, Magic Capsule, Shueisha, BS11, ADK","Silver, Arvo Animation",2608.0,509,1613,218811.0,419540,74.40463092313249,spring,2019
