Gender,Birthday,Location,Days Watched,Completed,Total Entries,Episodes Watched,Country,Weighted_Y
Male,1990-10-18 00:00:00+00:00,Illinois,42.7,45.0,67.0,2454.0,USA,657.1871993768721
Male,1991-09-05 00:00:00+00:00,Leeuwarden,69.8,32.0,50.0,4256.0,Leeuwarden,1074.1862264323304
Male,1987-11-08 00:00:00+00:00,CanadaMontreal,54.6,151.0,151.0,3166.0,CAN,936.7132440999793
Male,1989-01-22 00:00:00+00:00,PhoenixArizona,221.6,429.0,753.0,13307.0,USA,3881.0532352379096
Male,1985-04-24 00:00:00+00:00,MEXICOCITYMEXICO,98.6,306.0,412.0,5909.0,USA,1832.8026891701754
Male,1988-02-29 00:00:00+00:00,KiryatOnoTelAvivIsrael,5.9,18.0,19.0,323.0,Israel,99.23482928880962
Male,1983-08-28 00:00:00+00:00,ChelseaMassachusetts,101.9,289.0,353.0,6005.0,USA,1814.3510523579525
Male,1989-02-12 00:00:00+00:00,Pickanyerogeharem,137.6,542.0,749.0,8355.0,Pickanyerogeharem,2745.748186720461
Male,1985-05-20 00:00:00+00:00,NewJersey,118.7,549.0,651.0,6685.0,Jersey,2296.4705034717485
Male,1989-07-14 00:00:00+00:00,Missouri,276.9,1013.0,1264.0,16736.0,USA,5327.488715742047
Male,1984-12-12 00:00:00+00:00,CouncilBluffsIAUSA,328.7,1168.0,1324.0,19869.0,USA,6206.553538644406
Male,1985-07-10 00:00:00+00:00,RomeGA,46.2,124.0,286.0,2473.0,ITA,830.7583651753779
Female,1982-05-21 00:00:00+00:00,NewYorkCityNY,29.6,48.0,57.0,1738.0,USA,479.6282458826271
Male,1989-09-14 00:00:00+00:00,France,86.2,225.0,336.0,5135.0,France,1557.3408738295507
Female,1987-06-30 00:00:00+00:00,MilwaukeeWisconsin,36.3,56.0,77.0,2103.0,USA,583.9090342412828
Male,1987-09-08 00:00:00+00:00,ViennaAustria,11.9,38.0,39.0,703.0,Austria,213.47505332163757
Male,1988-05-07 00:00:00+00:00,Netherlands,68.9,223.0,334.0,4278.0,Netherlands,1346.2743715903528
Male,1987-11-02 00:00:00+00:00,Poland,108.0,209.0,240.0,6429.0,Poland,1807.5790845305087
Female,1987-05-03 00:00:00+00:00,MyholeinthewallMilwaukeeWIUSA,161.9,215.0,464.0,9323.0,USA,2638.448175787748
Male,1988-10-24 00:00:00+00:00,NewJersey,68.7,144.0,180.0,4044.0,Jersey,1160.7832313657348
Female,1988-05-28 00:00:00+00:00,Connecticutcurrently,17.6,14.0,43.0,1056.0,USA,287.19739770148
Male,1989-12-31 00:00:00+00:00,Poland,15.8,76.0,118.0,937.0,Poland,335.7832881618703
Female,1989-10-03 00:00:00+00:00,SG,33.6,44.0,74.0,2009.0,SG,552.0268016238243
Male,1996-07-13 00:00:00+00:00,TheNetherlands,45.3,76.0,92.0,2684.0,Netherlands,743.7493609545245
Female,1981-08-03 00:00:00+00:00,SelangorMalaysia,21.7,20.0,31.0,1321.0,Malaysia,347.81456809632044
Male,1985-04-24 00:00:00+00:00,CantonGeorgia,126.4,521.0,606.0,7614.0,USA,2475.5956224823076
Female,1991-05-14 00:00:00+00:00,venus,99.2,272.0,528.0,6026.0,venus,1905.5312432160863
Male,1990-07-19 00:00:00+00:00,ChesapeakeVA,243.6,933.0,2995.0,14655.0,USA,5744.149536362984
Male,1987-12-05 00:00:00+00:00,Maryland,36.4,97.0,111.0,2075.0,USA,619.8468564216394
Female,1993-07-06 00:00:00+00:00,WinnipegManitoba,108.4,370.0,516.0,6853.0,Manitoba,2152.2173906207645
Male,1972-04-20 00:00:00+00:00,GeorgetownSouthCarolina,0.4,0.0,1.0,27.0,Carolina,7.0552562407748525
Male,1985-05-13 00:00:00+00:00,HallsbergSweden,78.7,328.0,463.0,4781.0,Sweden,1600.5589888009008
Female,1992-05-06 00:00:00+00:00,Vermont,2.5,1.0,2.0,148.0,USA,37.475732206117314
Male,1987-03-07 00:00:00+00:00,Thenetherlands,181.4,722.0,757.0,10769.0,Thenetherlands,3438.5644021168932
Male,1988-12-29 00:00:00+00:00,MendenGermany,176.3,607.0,717.0,10707.0,Germany,3333.2730554074615
Male,1983-05-18 00:00:00+00:00,ThelandofMoeliciousBishoujosandLolis,142.7,588.0,647.0,8614.0,Lolis,2778.2455308417257
Male,1989-11-13 00:00:00+00:00,Canada,74.6,145.0,598.0,4412.0,Canada,1483.1010383245916
Male,1987-07-27 00:00:00+00:00,MarylandUSA,71.9,284.0,422.0,4404.0,USA,1461.146146659302
Male,1985-09-10 00:00:00+00:00,SouthAsia,0.0,0.0,0.0,0.0,Asia,0.0
Male,1992-11-17 00:00:00+00:00,Lithuania,0.0,0.0,0.0,0.0,Lithuania,0.0
Male,1977-05-11 00:00:00+00:00,NeoVenezia,79.0,260.0,502.0,4638.0,Venezia,1550.3371102660412
Male,1988-05-10 00:00:00+00:00,PelotasRioGrandedoSulBrazil,58.7,183.0,313.0,3463.0,Brazil,1116.5973534924478
Female,1985-08-30 00:00:00+00:00,Starryland,42.7,101.0,132.0,2562.0,Starryland,750.5330112052936
Female,1986-08-13 00:00:00+00:00,Iowa,48.6,137.0,170.0,2825.0,USA,856.7018074059395
Male,1987-11-04 00:00:00+00:00,MilwaukeeWI,60.8,170.0,324.0,3600.0,USA,1148.3041197848274
Male,1985-10-06 00:00:00+00:00,SintMichielsGestelNoordBrabantNetherlands,80.5,347.0,463.0,4727.0,Netherlands,1599.8713256657802
Male,1985-12-18 00:00:00+00:00,AllenTexas,118.6,101.0,257.0,7102.0,USA,1917.6160177885777
Male,1985-06-12 00:00:00+00:00,BellevueNebraska,240.0,607.0,650.0,14101.0,USA,4120.212993826043
Male,1991-03-21 00:00:00+00:00,Maldives,253.4,507.0,519.0,16225.0,Maldives,4491.174302295496
Male,1988-03-29 00:00:00+00:00,England,126.4,458.0,2238.0,7685.0,England,3365.51186397902
Male,1984-11-22 00:00:00+00:00,Australia,41.4,122.0,173.0,2523.0,Australia,775.6011269078042
Male,1988-10-20 00:00:00+00:00,Israel,84.9,270.0,300.0,5005.0,Israel,1532.0719074191202
Male,1990-06-14 00:00:00+00:00,ChibaJapan,10.6,36.0,77.0,544.0,Japan,195.82730429816598
Male,1990-12-29 00:00:00+00:00,NewYork,8.0,8.0,23.0,464.0,GBR,129.68599072611167
Male,1989-06-19 00:00:00+00:00,StockholmSweden,139.5,382.0,506.0,8461.0,Sweden,2544.5408672778767
Female,1994-10-07 00:00:00+00:00,BaltimoreMarylandUSA,0.0,0.0,2.0,0.0,USA,1.1145058267137198
Male,1988-06-26 00:00:00+00:00,GeelongVictoria,125.3,447.0,499.0,7833.0,CAN,2423.949146253841
Male,1986-10-28 00:00:00+00:00,HydeParkNY,0.0,0.0,0.0,0.0,USA,0.0
Male,1989-11-05 00:00:00+00:00,AnaheimElectronicsHQVonBraunCityMoon,219.1,1069.0,1435.0,13021.0,Moon,4559.188275649261
Male,1986-11-25 00:00:00+00:00,Illinois,6.6,13.0,156.0,390.0,USA,188.68162465400795
Male,1990-02-02 00:00:00+00:00,Romania,45.6,172.0,208.0,2779.0,Romania,885.53214997943
Male,1985-09-21 00:00:00+00:00,Chisinau,104.1,361.0,517.0,6205.0,Chisinau,1994.6200093544073
Female,1991-09-06 00:00:00+00:00,Australia,329.3,1519.0,8423.0,21489.0,Australia,10740.078705502838
Male,1985-06-18 00:00:00+00:00,BillinghamStocktonOnTees,9.1,27.0,41.0,461.0,Tees,150.4944541110511
Female,1988-09-04 00:00:00+00:00,Latvia,19.7,77.0,99.0,1140.0,Latvia,375.1184011779511
Female,1990-11-19 00:00:00+00:00,YorkshireEngland,51.3,122.0,246.0,3055.0,England,945.4364300867637
Male,1983-07-19 00:00:00+00:00,MarionIowa,156.7,695.0,843.0,9625.0,USA,3191.4211729806343
Female,1984-10-26 00:00:00+00:00,California,0.0,0.0,0.0,0.0,USA,0.0
Male,1987-05-26 00:00:00+00:00,UnitedStates,57.4,99.0,132.0,3438.0,States,961.1700533178737
Male,1979-11-05 00:00:00+00:00,California,165.4,444.0,588.0,9863.0,USA,2965.9513413438776
Male,1986-02-18 00:00:00+00:00,TheGardenOfSinnersKuwaitP,193.6,485.0,753.0,11576.0,TheGardenOfSinnersKuwaitP,3495.171736865731
Female,1993-10-27 00:00:00+00:00,Japan,22.9,67.0,67.0,1308.0,Japan,392.3952490690428
Male,1982-12-06 00:00:00+00:00,Washington,38.0,45.0,70.0,2249.0,USA,608.5986375344771
Male,1981-12-25 00:00:00+00:00,DenverCOish,32.6,86.0,132.0,1900.0,Oish,582.472028769465
Male,1987-10-08 00:00:00+00:00,SingaporeSingapore,32.6,76.0,109.0,1948.0,Singapore,575.0942196013872
Male,1991-12-18 00:00:00+00:00,fortworthTX,2.9,6.0,9.0,172.0,USA,50.03620992558518
Female,1993-02-18 00:00:00+00:00,phili,0.0,0.0,0.0,0.0,phili,0.0
Male,1987-10-02 00:00:00+00:00,DublinIreland,62.4,199.0,220.0,3623.0,Ireland,1113.1668725700965
Male,1989-05-25 00:00:00+00:00,BucharestRomania,31.4,109.0,187.0,1843.0,Romania,612.3569416677872
Male,1989-08-01 00:00:00+00:00,Indiana,168.4,831.0,981.0,9907.0,Indiana,3418.13336614454
Female,1991-06-13 00:00:00+00:00,ThorntonCO,4.3,4.0,9.0,257.0,USA,69.42744831861074
Male,1990-07-22 00:00:00+00:00,BrookfieldWisconsin,50.3,58.0,78.0,2930.0,USA,785.6122716500689
Male,1991-09-22 00:00:00+00:00,CarrboroNorthCarolina,51.9,75.0,104.0,2835.0,Carolina,788.6285168443374
Female,1985-12-18 00:00:00+00:00,SanDiegoCalifornia,98.9,236.0,380.0,5881.0,USA,1768.6026703343055
Male,1985-07-26 00:00:00+00:00,UK,43.6,96.0,138.0,2595.0,GBR,759.1878491506168
Female,1985-06-20 00:00:00+00:00,BrooklynNewYork,25.6,13.0,303.0,1516.0,GBR,542.8763400562361
Female,1986-03-30 00:00:00+00:00,SanDiego,31.2,50.0,75.0,1811.0,Diego,508.6590728686981
Male,1991-09-09 00:00:00+00:00,youwouldliketonowthatwoundtyouxD,101.0,126.0,268.0,6086.0,youwouldliketonowthatwoundtyouxD,1692.1081677403397
Male,1988-11-19 00:00:00+00:00,GlasgowScotland,37.1,98.0,106.0,2191.0,Scotland,644.9840465309469
Male,1985-03-29 00:00:00+00:00,Ronoapur,38.6,116.0,199.0,2138.0,Ronoapur,695.6149154955554
Male,1987-04-30 00:00:00+00:00,HighlandHeightsKY,97.8,212.0,247.0,5733.0,USA,1645.7528931819188
Female,1983-01-03 00:00:00+00:00,AlbertaCanada,6.0,27.0,48.0,326.0,Canada,121.29425528468701
Male,1981-07-27 00:00:00+00:00,SomewhereinSweden,135.1,414.0,468.0,7919.0,Sweden,2413.2375185160795
Female,1993-07-09 00:00:00+00:00,Israel,56.7,197.0,285.0,3354.0,Israel,1082.552909924131
Male,1991-06-25 00:00:00+00:00,SaltLickKentucky,24.1,52.0,148.0,1424.0,USA,456.58503331712006
Male,1985-03-22 00:00:00+00:00,Midwest,10.4,25.0,152.0,619.0,Midwest,248.653233220063
Male,1990-08-07 00:00:00+00:00,California,48.0,78.0,124.0,2800.0,USA,791.1875356188887
Female,1992-03-07 00:00:00+00:00,LasVegasNevada,76.7,229.0,373.0,4373.0,USA,1397.8519226007459
Female,1991-11-10 00:00:00+00:00,israel,41.3,92.0,167.0,2465.0,israel,741.5665203983265
Male,1992-12-15 00:00:00+00:00,ConstantaRomania,73.3,323.0,403.0,4540.0,Romania,1505.2479009918932
Male,1985-01-01 00:00:00+00:00,LeipzigGermany,25.6,63.0,104.0,1492.0,Germany,454.9946811174873
Male,1990-01-20 00:00:00+00:00,ClujNapoca,16.3,30.0,37.0,952.0,Napoca,268.10710636185934
Male,1989-10-10 00:00:00+00:00,RosemeadCA,101.1,257.0,383.0,5928.0,USA,1794.4288239823984
Male,1987-03-16 00:00:00+00:00,LaPazMexico,48.9,77.0,94.0,2902.0,Mexico,798.1067388038034
Female,1993-02-21 00:00:00+00:00,LiverpoolEngland,5.0,19.0,46.0,310.0,England,111.33089139774798
Male,1985-01-01 00:00:00+00:00,CoonRapidsMN,99.1,292.0,365.0,5857.0,USA,1786.7974530395065
Female,1989-05-30 00:00:00+00:00,UnitedKingdomExeter,25.2,37.0,77.0,1521.0,GBR,431.60050261753196
Non-Binary,1986-09-04 00:00:00+00:00,PhoenixAZ,2.0,4.0,15.0,116.0,USA,38.71969489624915
Female,1984-10-02 00:00:00+00:00,LangleyBC,87.2,118.0,386.0,5096.0,CAN,1515.5108150268077
Male,1985-03-02 00:00:00+00:00,Bucurestiorasultimpuluipierdut,6.4,0.0,25.0,387.0,Bucurestiorasultimpuluipierdut,107.43964481950191
Female,1980-03-08 00:00:00+00:00,SpokaneWashington,27.6,66.0,116.0,1571.0,USA,482.8705899158034
Female,1991-05-01 00:00:00+00:00,IsraelAshdod,0.0,0.0,0.0,0.0,Ashdod,0.0
Male,1984-03-06 00:00:00+00:00,London,11.1,39.0,65.0,590.0,GBR,201.82555643197972
Female,1986-03-26 00:00:00+00:00,Belgium,9.0,18.0,63.0,543.0,Belgium,176.61219684113212
Female,1990-08-28 00:00:00+00:00,USA,369.9,1260.0,1423.0,21828.0,USA,6792.557452811192
Female,1992-06-15 00:00:00+00:00,RamatGanIsrael,39.8,104.0,160.0,2384.0,Israel,724.8667631879309
Female,1993-11-29 00:00:00+00:00,PlovdivBulgaria,55.0,203.0,428.0,3238.0,Bulgaria,1137.7638376007822
Male,1989-08-24 00:00:00+00:00,Israel,36.8,110.0,139.0,2115.0,Israel,652.4030919429429
Male,1994-11-22 00:00:00+00:00,israel,18.3,53.0,83.0,1053.0,israel,331.47933826641963
Female,1993-12-28 00:00:00+00:00,Israel,65.2,189.0,305.0,3937.0,Israel,1229.3561637029138
Male,1990-08-12 00:00:00+00:00,LyonFrance,112.0,381.0,555.0,6758.0,France,2160.1579232679287
Male,1989-01-21 00:00:00+00:00,Sweden,65.1,167.0,406.0,3851.0,Sweden,1253.0137727631452
Male,1984-12-17 00:00:00+00:00,DenverCO,90.1,222.0,307.0,5326.0,USA,1586.0269805122268
Male,1985-07-01 00:00:00+00:00,LouisvilleKentucky,46.6,43.0,137.0,2781.0,USA,773.2247805965764
Male,1990-05-08 00:00:00+00:00,AustraliaSydney,16.5,27.0,34.0,928.0,AUS,259.25249492531947
Male,1985-08-01 00:00:00+00:00,UK,14.5,42.0,65.0,694.0,GBR,229.6029680917328
Female,1990-11-27 00:00:00+00:00,MyImagination,0.0,0.0,0.0,0.0,Imagination,0.0
Male,1982-09-08 00:00:00+00:00,FrancavillaalMareAbruzzoItalia,76.4,259.0,381.0,4607.0,Italia,1473.6880414846487
Male,1987-03-17 00:00:00+00:00,LimaPeru,145.9,466.0,997.0,8831.0,Peru,2955.740441871875
Female,1991-07-14 00:00:00+00:00,McMinnevilleTennessee,5.0,12.0,18.0,287.0,USA,86.37909777946055
Male,1991-02-19 00:00:00+00:00,London,82.3,116.0,353.0,4852.0,GBR,1436.541357830259
Female,1992-12-18 00:00:00+00:00,CavitePhilippines,18.9,31.0,50.0,1129.0,Philippines,318.50887745523755
Male,1987-06-20 00:00:00+00:00,Undergroundo_oMilwaukeeWisconsin,67.1,169.0,478.0,3909.0,USA,1308.871844561671
Male,1991-05-11 00:00:00+00:00,ReykjavikIceland,110.3,107.0,122.0,6605.0,Iceland,1725.6858621124127
Female,1991-12-13 00:00:00+00:00,AntipoloCity,278.3,114.0,223.0,16681.0,City,4221.330202082434
Male,1990-08-02 00:00:00+00:00,LosAngeles,17.9,34.0,57.0,1059.0,PHL,307.2989549987178
Male,1986-06-24 00:00:00+00:00,BayCityMichigan,81.5,173.0,226.0,4825.0,USA,1391.642891266819
Male,1993-06-05 00:00:00+00:00,Australia,71.1,79.0,144.0,4067.0,Australia,1110.2339464003742
Male,1983-02-24 00:00:00+00:00,Turkey,56.2,179.0,180.0,3355.0,Turkey,1013.7036168789775
Male,1981-06-18 00:00:00+00:00,QatarTunisia,212.2,461.0,626.0,12607.0,Tunisia,3660.6520413709113
Male,1986-02-01 00:00:00+00:00,NewYorkCity,28.6,24.0,32.0,1523.0,City,401.4439468731539
Male,1988-08-29 00:00:00+00:00,BelgiumAntwerp,85.4,84.0,131.0,4976.0,BEL,1325.0776328309698
Female,1987-12-10 00:00:00+00:00,California,71.9,95.0,175.0,4199.0,USA,1167.7838563373548
Male,1984-06-24 00:00:00+00:00,YokohamaKanagawaJapan,187.4,636.0,689.0,10846.0,Japan,3372.726301063036
Male,1989-08-08 00:00:00+00:00,NorthCarolina,102.7,214.0,320.0,6248.0,Carolina,1810.003292903678
Male,1991-01-28 00:00:00+00:00,SpaarndamHolland,146.0,507.0,600.0,8663.0,Holland,2718.960872274646
Male,1983-07-11 00:00:00+00:00,istanbul,3.4,10.0,18.0,201.0,istanbul,64.3571230940264
Male,1985-12-18 00:00:00+00:00,HasseltBelgium,17.5,43.0,53.0,1030.0,Belgium,303.253298021056
Male,1987-03-03 00:00:00+00:00,SFO,20.7,31.0,52.0,1235.0,SFO,345.2616019348174
Male,1990-06-05 00:00:00+00:00,Tampa,31.9,39.0,54.0,1911.0,Tampa,514.2995542106139
Male,1986-08-13 00:00:00+00:00,California,27.0,55.0,118.0,1638.0,USA,492.93538380876595
Male,1972-11-24 00:00:00+00:00,evryfrance,0.0,0.0,0.0,0.0,evryfrance,0.0
Male,1983-11-14 00:00:00+00:00,Singapore,0.8,2.0,3.0,50.0,Singapore,14.881619271911735
Male,1986-03-17 00:00:00+00:00,California,1.6,4.0,5.0,91.0,USA,27.114039379845114
Male,1989-08-04 00:00:00+00:00,punchbowlnsw,24.8,17.0,24.0,1473.0,punchbowlnsw,379.2508093023808
Male,1987-11-14 00:00:00+00:00,Belgium,74.4,234.0,256.0,4504.0,Belgium,1364.6843447141437
Male,1992-05-07 00:00:00+00:00,FinlandEurope,24.5,2.0,5.0,1477.0,Europe,360.84907615982337
Male,1992-04-09 00:00:00+00:00,sweden,254.1,593.0,786.0,15157.0,sweden,4441.280463707233
Male,1987-09-14 00:00:00+00:00,fobqwestiraq,47.1,113.0,115.0,2724.0,fobqwestiraq,788.0202011175243
Female,1992-10-08 00:00:00+00:00,UK,55.4,311.0,450.0,3432.0,GBR,1257.0934492678894
Male,1989-12-09 00:00:00+00:00,KirchlengernNRW,11.2,40.0,80.0,693.0,KirchlengernNRW,234.75285780530766
Male,1988-04-11 00:00:00+00:00,GoldenrodCityJohto,292.0,1117.0,1262.0,17193.0,Johto,5500.452908320447
Female,1993-08-01 00:00:00+00:00,Sweden,392.4,1769.0,1795.0,23449.0,Sweden,7680.183234029324
Male,1989-12-09 00:00:00+00:00,UnitedKingdom,275.3,957.0,976.0,16381.0,Kingdom,5051.574543276887
Male,1985-05-22 00:00:00+00:00,OrlandoFLA,16.2,48.0,55.0,966.0,USA,291.6287261660048
Male,1990-05-27 00:00:00+00:00,SpringHillFlorida,162.2,303.0,453.0,9507.0,USA,2725.5724377855745
Female,1986-06-30 00:00:00+00:00,Varna,9.5,27.0,29.0,541.0,Varna,162.62466150962447
Female,1989-08-22 00:00:00+00:00,OlsztynPolska,28.9,86.0,160.0,1686.0,Polska,546.2782549492538
Male,1986-02-19 00:00:00+00:00,London,87.2,426.0,482.0,5378.0,GBR,1810.6703398854293
Female,1992-07-20 00:00:00+00:00,Central,0.0,0.0,0.0,0.0,Central,0.0
Male,1990-06-29 00:00:00+00:00,Canada,45.7,106.0,179.0,2499.0,Canada,766.6055281107928
Male,1984-08-22 00:00:00+00:00,Sinagpore,42.4,5.0,10.0,2554.0,Sinagpore,625.6288517895881
Female,1986-08-10 00:00:00+00:00,Hungary,68.8,150.0,227.0,4073.0,Hungary,1197.2011984323535
Male,1987-01-09 00:00:00+00:00,Germany,221.6,645.0,841.0,13308.0,Germany,4053.8335688319944
Male,1970-11-14 00:00:00+00:00,TheNetherlands,19.9,32.0,34.0,1151.0,Netherlands,315.8336925539048
Male,1986-06-26 00:00:00+00:00,Bucharest,103.9,258.0,596.0,6230.0,Bucharest,1985.4470690713351
Male,1990-05-03 00:00:00+00:00,Brasil,9.5,33.0,38.0,519.0,Brasil,165.95711463793896
Female,1986-05-17 00:00:00+00:00,StCloudMN,31.4,106.0,115.0,1816.0,USA,564.2434815049735
Male,1986-03-20 00:00:00+00:00,NovosibirskRussia,61.9,184.0,294.0,3877.0,Russia,1204.5881961547693
Male,1986-12-20 00:00:00+00:00,Ohio,68.7,100.0,134.0,3703.0,USA,1030.7287074442477
Male,1985-10-09 00:00:00+00:00,Romania,103.5,301.0,314.0,6136.0,Romania,1830.8179335064278
Male,1987-04-13 00:00:00+00:00,Bulgaria,22.8,58.0,59.0,1271.0,Bulgaria,374.1352261957561
Male,1991-12-12 00:00:00+00:00,EUBulgariaPleven,5.7,11.0,27.0,329.0,Pleven,100.97377396003944
Male,1990-06-21 00:00:00+00:00,PlevenBulgaria,30.0,141.0,205.0,1657.0,Bulgaria,596.6740865063202
Female,1991-12-05 00:00:00+00:00,CaliforniaUSA,7.5,11.0,32.0,439.0,USA,130.328011068855
Female,1983-05-21 00:00:00+00:00,MilwaukeeWisconsin,28.8,60.0,89.0,1656.0,USA,484.8177018280765
Male,1992-07-27 00:00:00+00:00,CanadaAlberta,31.4,69.0,84.0,1882.0,Alberta,541.1528366879849
Male,1982-01-21 00:00:00+00:00,GeorgiaSouthernCalifornia,0.2,1.0,2.0,14.0,USA,5.0515306096534935
Male,1986-09-08 00:00:00+00:00,Latvia,83.4,256.0,386.0,4917.0,Latvia,1550.7027008846599
Male,1989-05-13 00:00:00+00:00,PlevenBulgaria,56.8,183.0,284.0,3323.0,Bulgaria,1066.840351150441
Female,1988-12-28 00:00:00+00:00,CarneysPointNewJersey,27.2,37.0,50.0,1648.0,Jersey,447.1851828156565
Male,1991-05-27 00:00:00+00:00,Bulgaria,34.8,87.0,183.0,2038.0,Bulgaria,644.7621455754906
Male,1993-04-16 00:00:00+00:00,Rotterdam,28.9,5.0,7.0,13803.0,NLD,3231.159413429163
Female,1993-08-05 00:00:00+00:00,Behindyouoxo,10.6,10.0,19.0,657.0,Behindyouoxo,174.90528173216882
Female,1988-04-17 00:00:00+00:00,israel,83.2,80.0,155.0,5205.0,israel,1388.170992208352
Female,1995-02-28 00:00:00+00:00,MiamiFlorida,2.1,0.0,6.0,129.0,USA,34.49444442737184
Female,1992-03-26 00:00:00+00:00,ChicagoIllinois,28.0,20.0,32.0,1659.0,USA,430.43511670909675
Male,1989-03-26 00:00:00+00:00,BrasiliaDFBrasil,66.9,171.0,309.0,3894.0,Brasil,1212.242050598386
Female,1990-02-14 00:00:00+00:00,MandaluyongPhilippines,79.4,202.0,246.0,4682.0,Philippines,1384.9651965841167
Male,1988-09-15 00:00:00+00:00,StockholmSweden,38.0,107.0,144.0,2280.0,Sweden,692.492786515193
Female,1981-11-20 00:00:00+00:00,SanDiegoCA,39.9,99.0,154.0,2256.0,USA,688.967642982969
Male,1991-12-28 00:00:00+00:00,LisbonPortugal,149.1,479.0,912.0,8951.0,Portugal,2945.47732799603
Female,1998-05-17 00:00:00+00:00,TX,1.5,3.0,3.0,90.0,USA,25.1397500538666
Male,1989-07-28 00:00:00+00:00,BussumTheNetherlands,105.9,145.0,165.0,6344.0,Netherlands,1708.2660333448807
Male,1989-02-08 00:00:00+00:00,Schaumburg,66.5,9.0,18.0,3990.0,Schaumburg,979.5411525161564
Male,1991-04-18 00:00:00+00:00,NY,78.4,55.0,79.0,4622.0,USA,1193.3470694636453
Male,1987-08-30 00:00:00+00:00,kluangjohormalaysia,0.6,0.0,1.0,37.0,kluangjohormalaysia,9.49072325146438
Male,1981-12-10 00:00:00+00:00,NormalIllinois,5.8,7.0,9.0,344.0,USA,92.19812421553294
Female,1986-01-10 00:00:00+00:00,MiddleofNowhere,137.4,565.0,605.0,8081.0,Nowhere,2614.856032812445
Female,1990-04-25 00:00:00+00:00,Metro,22.7,27.0,48.0,1367.0,Metro,372.53807596926555
Male,1988-09-12 00:00:00+00:00,Penang,20.7,60.0,78.0,1222.0,Penang,373.3107901517782
Female,1985-05-14 00:00:00+00:00,QuezonCityPhilippines,15.6,49.0,54.0,893.0,Philippines,274.3420217951396
Male,1986-04-04 00:00:00+00:00,mizunomachiNeoVenezia,104.0,164.0,640.0,6338.0,Venezia,1981.37552840038
Male,1990-09-03 00:00:00+00:00,ParisFrance,151.8,323.0,681.0,8994.0,France,2739.044964442825
Female,1989-03-09 00:00:00+00:00,CebuCityPhilippines,14.6,19.0,29.0,880.0,Philippines,239.67947088999358
Male,1988-07-03 00:00:00+00:00,penang,113.1,400.0,418.0,6707.0,penang,2083.4351384125735
Male,1987-01-23 00:00:00+00:00,SapporoJapan,348.0,1435.0,1616.0,21860.0,Japan,6995.447465230731
Male,1985-04-16 00:00:00+00:00,KyivUkraine,66.8,273.0,340.0,3775.0,Ukraine,1260.1251676405825
Female,1985-08-10 00:00:00+00:00,Kansas,17.1,22.0,23.0,1010.0,USA,269.6568950541833
Male,1989-12-24 00:00:00+00:00,SpakenburgNetherlands,200.2,529.0,610.0,11803.0,Netherlands,3497.0731898181984
Male,1988-11-12 00:00:00+00:00,WarsawPoland,16.7,65.0,75.0,977.0,Poland,315.3289793602353
Male,1990-04-26 00:00:00+00:00,Aterritorycoldasice,31.1,47.0,79.0,1872.0,Aterritorycoldasice,523.2958785387495
Female,1987-04-08 00:00:00+00:00,BudapestHungaryEurope,80.9,106.0,148.0,4703.0,Europe,1281.1755633754137
Male,1985-09-04 00:00:00+00:00,Belgium,43.5,124.0,216.0,2547.0,Belgium,807.451497304966
Female,1992-02-25 00:00:00+00:00,LondonUK,55.0,7.0,8.0,3260.0,GBR,796.7576992966219
Male,1988-09-12 00:00:00+00:00,MelakaMalaysia,69.5,107.0,194.0,4203.0,Malaysia,1184.8300747240007
Male,1991-08-27 00:00:00+00:00,RealmofDarkness,85.5,234.0,294.0,5110.0,Darkness,1532.8827366018281
Male,1988-11-24 00:00:00+00:00,HomE,167.3,425.0,651.0,9728.0,HomE,2959.870089081299
Male,1989-06-27 00:00:00+00:00,Antwerp,31.9,28.0,53.0,1911.0,BEL,507.4524585833205
Female,1991-09-04 00:00:00+00:00,Sweden,7.0,8.0,27.0,340.0,Sweden,102.53722037653696
Male,1986-09-20 00:00:00+00:00,Portugal,17.1,34.0,41.0,997.0,Portugal,283.5273939518418
Female,1993-03-08 00:00:00+00:00,Texas,58.7,171.0,219.0,3525.0,USA,1071.7651183219405
Male,1986-07-13 00:00:00+00:00,SofiaBulgaria,51.5,172.0,350.0,3004.0,Bulgaria,1020.2376474310557
Male,1989-01-05 00:00:00+00:00,HaifaIsrael,6.2,0.0,1.0,371.0,Israel,90.23547705450008
Female,1989-12-15 00:00:00+00:00,Belgium,43.5,111.0,161.0,2532.0,Belgium,765.8825595058627
Female,1987-11-29 00:00:00+00:00,TokyoJapan,56.3,147.0,237.0,3314.0,Japan,1017.6948724615402
Female,1989-09-15 00:00:00+00:00,englanshefflied,33.6,38.0,45.0,2014.0,englanshefflied,533.597836199421
Male,1982-04-14 00:00:00+00:00,PJMalaysia,0.0,0.0,0.0,0.0,Malaysia,0.0
Male,1989-04-30 00:00:00+00:00,NowthatyoumentionwherethehellamI,102.8,215.0,296.0,6184.0,NowthatyoumentionwherethehellamI,1782.3805057834452
Male,1991-12-27 00:00:00+00:00,CFIncStudiosOffice,2.6,2.0,4.0,151.0,Office,39.914898476678374
Male,1986-04-09 00:00:00+00:00,AnnArborMichigan,37.2,103.0,211.0,2119.0,USA,689.6745929877594
Male,1988-06-14 00:00:00+00:00,AustinDallasTexas,142.5,479.0,512.0,8450.0,USA,2602.4587725387237
