Gender,Birthday,Location,Days Watched,Watching,Completed,On Hold,Plan to Watch,Total Entries,Rewatched,Episodes Watched,Country,ISO3_Code
Male,1989-03-06 00:00:00+00:00,Kentucky,29.8,1.0,75.0,0.0,0.0,77.0,0.0,1703.0,USA,USA
Male,1979-02-20 00:00:00+00:00,Canada,0.4,3.0,0.0,1.0,1.0,5.0,1.0,22.0,Canada,CAN
Male,1991-05-07 00:00:00+00:00,LakeForest,28.8,4.0,44.0,6.0,1.0,56.0,9.0,1721.0,Forest,GBR
Female,1981-09-01 00:00:00+00:00,FlemingIslandFlorida,27.0,7.0,18.0,0.0,0.0,25.0,0.0,1616.0,USA,USA
Male,1987-03-15 00:00:00+00:00,SunshinecoastAustralia,69.4,6.0,133.0,12.0,2.0,154.0,8.0,4110.0,Australia,AUS
Male,1980-07-07 00:00:00+00:00,NewJerseyUSA,53.6,41.0,105.0,5.0,5.0,157.0,0.0,3168.0,USA,USA
Male,1989-03-24 00:00:00+00:00,Singapore,62.8,14.0,267.0,4.0,93.0,433.0,2.0,3795.0,Singapore,SGP
Male,1989-09-09 00:00:00+00:00,AthensGreece,248.7,1.0,889.0,1.0,0.0,1000.0,3.0,14795.0,Greece,GRC
Female,1991-01-31 00:00:00+00:00,CastleRockColorado,58.4,1.0,109.0,0.0,4.0,117.0,26.0,3393.0,USA,USA
Male,1993-05-07 00:00:00+00:00,BehindYou,129.1,35.0,335.0,15.0,27.0,452.0,0.0,7716.0,You,MAR
Male,1982-09-01 00:00:00+00:00,RiodeJaneiroRJ,95.1,3.0,168.0,0.0,54.0,225.0,21.0,5850.0,RiodeJaneiroRJ,Invalid country name
Male,1979-09-22 00:00:00+00:00,TokyoJapan,0.5,0.0,1.0,0.0,0.0,1.0,0.0,26.0,Japan,JPN
Male,1988-10-10 00:00:00+00:00,Sweden,61.9,15.0,83.0,12.0,24.0,148.0,23.0,3686.0,Sweden,SWE
Male,1987-10-21 00:00:00+00:00,whitesalmonwashinton,64.7,5.0,99.0,1.0,121.0,226.0,23.0,3725.0,whitesalmonwashinton,Invalid country name
Female,1982-08-16 00:00:00+00:00,JerseyCityNewJersey,0.0,3.0,2.0,0.0,0.0,5.0,0.0,2.0,Jersey,JEY
Male,1987-12-17 00:00:00+00:00,MorrisNewJersey,214.2,7.0,766.0,6.0,0.0,868.0,0.0,12645.0,Jersey,JEY
Female,1992-10-20 00:00:00+00:00,StockholmSweden,41.0,2.0,78.0,16.0,166.0,269.0,0.0,2413.0,Sweden,SWE
Female,1993-03-21 00:00:00+00:00,Michigan,3.1,2.0,7.0,3.0,1.0,14.0,0.0,184.0,USA,USA
Male,1987-07-23 00:00:00+00:00,AngelCity,19.6,8.0,37.0,11.0,13.0,88.0,5.0,1167.0,City,KAZ
Female,1995-06-02 00:00:00+00:00,AppleValleyCalifornia,62.0,11.0,125.0,7.0,50.0,200.0,5.0,3658.0,USA,USA
Male,1988-11-27 00:00:00+00:00,Poland,238.8,70.0,845.0,0.0,0.0,966.0,45.0,14613.0,Poland,POL
Male,1984-09-16 00:00:00+00:00,PhillyPA,133.4,3.0,462.0,80.0,49.0,645.0,62.0,8135.0,USA,USA
Female,1991-04-05 00:00:00+00:00,LimaPeru,55.3,12.0,133.0,6.0,18.0,177.0,0.0,3359.0,Peru,PER
Female,1991-01-10 00:00:00+00:00,Yoursock,3.2,1.0,2.0,3.0,2.0,10.0,1.0,196.0,Yoursock,Invalid country name
Male,1989-08-01 00:00:00+00:00,TorontoON,7.0,0.0,11.0,4.0,0.0,15.0,6.0,425.0,CAN,CAN
Male,1986-01-10 00:00:00+00:00,ComoxValleyBritishColumbia,62.6,5.0,71.0,2.0,61.0,144.0,54.0,3681.0,Columbia,CAN
Female,1992-04-29 00:00:00+00:00,OC,19.1,1.0,50.0,5.0,6.0,103.0,0.0,1089.0,OC,VNM
Male,1986-09-16 00:00:00+00:00,idaho,60.2,0.0,164.0,3.0,8.0,230.0,8.0,3561.0,idaho,USA
Female,1989-11-29 00:00:00+00:00,LyckseleSweden,44.0,21.0,72.0,16.0,12.0,139.0,8.0,2619.0,Sweden,SWE
Male,1988-06-05 00:00:00+00:00,UK,14.2,4.0,10.0,1.0,4.0,21.0,1.0,848.0,GBR,GBR
Male,1990-06-29 00:00:00+00:00,chicago,257.2,6.0,847.0,23.0,211.0,1111.0,2.0,15426.0,chicago,Invalid country name
Male,1987-04-04 00:00:00+00:00,Manila,51.4,10.0,256.0,3.0,185.0,456.0,13.0,3086.0,PHL,PHL
Male,1980-08-20 00:00:00+00:00,EastCoast,34.0,0.0,117.0,0.0,0.0,117.0,17.0,1924.0,Coast,TZA
Male,1989-06-01 00:00:00+00:00,LinclonMaine,68.4,2.0,266.0,15.0,1.0,291.0,4.0,4021.0,USA,USA
Male,1987-01-12 00:00:00+00:00,Sweden,256.5,4.0,812.0,5.0,168.0,1019.0,0.0,15453.0,Sweden,SWE
Female,1973-05-09 00:00:00+00:00,WalnutCreekCA,0.8,1.0,4.0,0.0,6.0,11.0,0.0,48.0,USA,USA
Male,1984-02-24 00:00:00+00:00,CorseBastia,114.2,0.0,346.0,1.0,7.0,377.0,0.0,6696.0,Bastia,Invalid country name
Female,1992-03-09 00:00:00+00:00,WashingtonDC,108.2,37.0,304.0,36.0,53.0,490.0,3.0,6718.0,USA,USA
Female,1976-11-01 00:00:00+00:00,hell,22.7,4.0,98.0,24.0,35.0,182.0,0.0,1370.0,hell,GRC
Male,1990-07-20 00:00:00+00:00,Norway,143.6,9.0,90.0,6.0,0.0,106.0,49.0,8607.0,Norway,NOR
Female,1988-01-22 00:00:00+00:00,Connecticut,6.6,0.0,17.0,7.0,24.0,48.0,0.0,406.0,USA,USA
Male,1984-03-18 00:00:00+00:00,SydneyAustralia,24.8,1.0,2.0,0.0,18.0,22.0,3.0,1538.0,Australia,AUS
Female,1982-04-09 00:00:00+00:00,EverettWA,9.8,3.0,27.0,3.0,3.0,36.0,11.0,506.0,USA,USA
Female,1988-03-14 00:00:00+00:00,BrownsValleyCalifornia,74.4,4.0,376.0,27.0,27.0,442.0,0.0,4384.0,USA,USA
Male,1985-10-12 00:00:00+00:00,TorontoOntario,9.0,1.0,32.0,0.0,1.0,34.0,0.0,492.0,Ontario,CAN
Female,1987-03-31 00:00:00+00:00,RosevilleMIUSA,16.0,0.0,10.0,0.0,0.0,10.0,32.0,865.0,USA,USA
Male,1985-11-29 00:00:00+00:00,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Japan,JPN
Male,1990-08-25 00:00:00+00:00,Hollywood,11.1,1.0,24.0,0.0,2.0,27.0,0.0,646.0,Hollywood,Invalid country name
Male,1990-03-23 00:00:00+00:00,RiodeJaneiro,11.5,2.0,25.0,5.0,5.0,38.0,1.0,727.0,Janeiro,BRA
Female,1995-02-23 00:00:00+00:00,HongKong,23.8,5.0,17.0,1.0,3.0,26.0,2.0,1434.0,Kong,HKG
Male,1990-08-15 00:00:00+00:00,BeloHorizonteBrasil,19.2,3.0,51.0,3.0,14.0,72.0,4.0,1116.0,Brasil,Invalid country name
Male,1985-12-04 00:00:00+00:00,MobileAlabama,2.2,0.0,1.0,0.0,0.0,1.0,4.0,130.0,Alabama,USA
Male,1988-03-16 00:00:00+00:00,England,48.8,5.0,12.0,1.0,0.0,18.0,14.0,2913.0,England,GBR
Male,1991-11-20 00:00:00+00:00,StPetersburgRussia,0.3,1.0,3.0,0.0,0.0,4.0,0.0,15.0,Russia,RUS
Female,1991-09-20 00:00:00+00:00,Netherlands,33.0,4.0,83.0,1.0,40.0,145.0,4.0,1965.0,Netherlands,NLD
Female,1991-04-15 00:00:00+00:00,Mymind,1.2,2.0,5.0,0.0,0.0,7.0,0.0,69.0,Mymind,Invalid country name
Female,1987-12-29 00:00:00+00:00,SaoPaulo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BRA,BRA
Female,1991-02-20 00:00:00+00:00,MuffinLandCalifornia,18.9,4.0,25.0,4.0,3.0,39.0,49.0,1045.0,USA,USA
Male,1991-03-30 00:00:00+00:00,AlkmaarTheNetherlands,117.1,5.0,225.0,12.0,2.0,250.0,26.0,6930.0,Netherlands,NLD
Male,1989-01-18 00:00:00+00:00,DallasTexas,63.7,15.0,159.0,31.0,7.0,256.0,26.0,3676.0,USA,USA
Male,1990-06-08 00:00:00+00:00,Netherlands,126.9,86.0,260.0,11.0,229.0,587.0,0.0,7614.0,Netherlands,NLD
Male,1989-04-19 00:00:00+00:00,BelgiumWestVlaanderen,10.0,3.0,6.0,2.0,0.0,11.0,7.0,596.0,Vlaanderen,BEL
Male,1988-05-23 00:00:00+00:00,Texas,38.4,16.0,80.0,4.0,22.0,122.0,3.0,2264.0,USA,USA
Female,1993-01-19 00:00:00+00:00,AlavaroObregonMeacutexicoCity,71.0,1.0,14.0,0.0,2.0,17.0,125.0,4223.0,City,KAZ
Male,1990-06-18 00:00:00+00:00,Sweden,157.8,10.0,305.0,25.0,31.0,371.0,0.0,9367.0,Sweden,SWE
Male,1986-07-29 00:00:00+00:00,Kuwait,34.3,4.0,41.0,15.0,21.0,116.0,0.0,2027.0,Kuwait,KWT
Female,1993-07-19 00:00:00+00:00,Newyork,40.6,11.0,218.0,4.0,77.0,343.0,0.0,2488.0,Newyork,Invalid country name
Female,1990-07-26 00:00:00+00:00,Newfoundland,2.9,3.0,2.0,0.0,2.0,7.0,0.0,173.0,Newfoundland,CAN
Female,1988-03-06 00:00:00+00:00,OntarioCanada,21.9,34.0,57.0,3.0,83.0,179.0,0.0,1294.0,Canada,CAN
Female,1991-12-27 00:00:00+00:00,AlabamaUnitedStates,99.0,26.0,215.0,19.0,19.0,446.0,30.0,5983.0,States,USA
Female,1995-12-26 00:00:00+00:00,hk,3.5,2.0,0.0,0.0,0.0,2.0,0.0,214.0,hk,HKG
Male,1990-03-19 00:00:00+00:00,Australia,6.1,1.0,2.0,0.0,0.0,3.0,0.0,367.0,Australia,AUS
Male,1990-05-16 00:00:00+00:00,SamarateVareseItaly,279.9,12.0,1860.0,86.0,525.0,3129.0,5.0,18764.0,Italy,ITA
Female,1984-07-29 00:00:00+00:00,Tehran,39.4,8.0,59.0,3.0,1.0,72.0,71.0,2132.0,IRN,IRN
Female,1991-03-12 00:00:00+00:00,Poland,11.9,6.0,20.0,8.0,11.0,49.0,6.0,683.0,Poland,POL
Male,1976-05-21 00:00:00+00:00,LyonFrance,229.9,3.0,620.0,71.0,3.0,804.0,5.0,13723.0,France,FRA
Male,1982-02-05 00:00:00+00:00,GermanyUSARMY,45.2,3.0,79.0,1.0,4.0,88.0,5.0,2648.0,USA,USA
Female,1992-05-14 00:00:00+00:00,SwedenUmearing,7.9,1.0,15.0,1.0,0.0,19.0,0.0,472.0,Umearing,Invalid country name
Male,1989-05-31 00:00:00+00:00,AargauSwitzerland,236.6,20.0,574.0,14.0,1.0,621.0,0.0,14358.0,Switzerland,CHE
Male,1991-05-08 00:00:00+00:00,BehindYou,416.1,15.0,1668.0,3.0,25.0,1715.0,28.0,24797.0,You,MAR
Female,1979-10-03 00:00:00+00:00,Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USA,USA
Male,1992-12-19 00:00:00+00:00,israel,4.2,1.0,0.0,1.0,1.0,3.0,3.0,252.0,israel,ISR
Male,1989-06-19 00:00:00+00:00,DalyCityCA,48.4,1.0,124.0,4.0,12.0,186.0,69.0,2684.0,USA,USA
Male,1985-02-14 00:00:00+00:00,Denmark,4.5,3.0,18.0,5.0,3.0,30.0,0.0,246.0,Denmark,DNK
Female,1994-05-18 00:00:00+00:00,AlicanteSpain,7.6,0.0,23.0,9.0,321.0,356.0,0.0,438.0,Spain,ESP
Female,1992-07-29 00:00:00+00:00,lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lithuania,LTU
Male,1990-01-14 00:00:00+00:00,Germany,153.0,45.0,346.0,12.0,70.0,534.0,23.0,9127.0,Germany,DEU
Male,1992-04-29 00:00:00+00:00,VancouverBC,11.0,12.0,22.0,1.0,9.0,62.0,2.0,639.0,TUR,TUR
Male,1982-09-02 00:00:00+00:00,MiddletonWisconsin,64.6,13.0,103.0,21.0,0.0,149.0,1.0,3873.0,USA,USA
Female,1992-12-07 00:00:00+00:00,Fairyland,29.1,6.0,31.0,3.0,11.0,54.0,19.0,1742.0,Fairyland,Invalid country name
Male,1988-03-17 00:00:00+00:00,InfrontofthemyCpmputer,166.0,26.0,458.0,41.0,280.0,846.0,12.0,9905.0,Cpmputer,Invalid country name
Female,1985-04-09 00:00:00+00:00,AnnandaleVirginia,42.7,4.0,28.0,6.0,13.0,51.0,29.0,2577.0,USA,USA
Male,1983-03-02 00:00:00+00:00,DallasTexas,76.9,18.0,216.0,5.0,0.0,243.0,0.0,4533.0,USA,USA
Male,1989-09-01 00:00:00+00:00,Finland,526.4,0.0,2162.0,1.0,18.0,2195.0,0.0,31965.0,Finland,FIN
Male,1986-05-06 00:00:00+00:00,Norway,216.4,12.0,522.0,0.0,3.0,538.0,53.0,12517.0,Norway,NOR
Male,1993-04-16 00:00:00+00:00,WayneNewJersey,3.7,5.0,0.0,0.0,0.0,5.0,7.0,225.0,Jersey,JEY
Female,1981-06-14 00:00:00+00:00,SabahMalaysia,15.4,7.0,28.0,3.0,0.0,38.0,0.0,920.0,Malaysia,MYS
Male,1989-04-10 00:00:00+00:00,TerradaBanana,40.1,36.0,104.0,11.0,7.0,158.0,4.0,2501.0,Banana,Invalid country name
Male,1991-07-10 00:00:00+00:00,LutzFlorida,19.8,1.0,60.0,8.0,9.0,87.0,4.0,1174.0,USA,USA
Female,1989-11-20 00:00:00+00:00,Monterrey,82.3,51.0,244.0,53.0,157.0,514.0,0.0,5015.0,Monterrey,Invalid country name
Male,1984-01-04 00:00:00+00:00,TurinItaly,1.6,1.0,4.0,1.0,0.0,6.0,1.0,85.0,Italy,ITA
Female,1990-05-31 00:00:00+00:00,Belgium,36.1,3.0,57.0,10.0,9.0,81.0,0.0,2140.0,Belgium,BEL
Male,1989-10-16 00:00:00+00:00,Norway,105.4,3.0,312.0,9.0,66.0,400.0,14.0,6485.0,Norway,NOR
Male,1985-04-10 00:00:00+00:00,PittsburghPA,209.8,19.0,567.0,9.0,34.0,629.0,0.0,12533.0,USA,USA
Male,1984-09-03 00:00:00+00:00,Bangkok,13.6,4.0,6.0,0.0,0.0,10.0,25.0,831.0,THA,THA
Female,1992-06-21 00:00:00+00:00,sGravenzandeTheNetherlands,3.9,0.0,13.0,2.0,1.0,16.0,0.0,231.0,Netherlands,NLD
Female,1986-02-16 00:00:00+00:00,Italy,166.6,0.0,418.0,3.0,0.0,429.0,149.0,9892.0,Italy,ITA
Male,1991-09-02 00:00:00+00:00,Belgium,468.0,107.0,621.0,15.0,128.0,1010.0,162.0,28083.0,Belgium,BEL
Female,1995-12-31 00:00:00+00:00,Kambodia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kambodia,Invalid country name
Female,1992-01-05 00:00:00+00:00,KoegeDenmark,52.3,11.0,132.0,39.0,0.0,191.0,97.0,3096.0,Denmark,DNK
Male,1988-11-12 00:00:00+00:00,Stockolm,71.7,6.0,116.0,1.0,11.0,163.0,0.0,4244.0,Stockolm,Invalid country name
Male,1983-02-19 00:00:00+00:00,LosAngeles,121.8,45.0,247.0,112.0,167.0,571.0,64.0,7055.0,PHL,PHL
Male,1990-05-11 00:00:00+00:00,California,2.6,3.0,1.0,0.0,1.0,5.0,0.0,152.0,USA,USA
Female,1989-01-21 00:00:00+00:00,Portugal,169.3,4.0,645.0,95.0,97.0,929.0,12.0,10223.0,Portugal,PRT
Male,1988-11-27 00:00:00+00:00,AnaheimCalifornia,12.7,8.0,40.0,17.0,18.0,86.0,0.0,734.0,USA,USA
Female,1989-05-17 00:00:00+00:00,Washington,22.8,3.0,72.0,8.0,33.0,166.0,24.0,1251.0,USA,USA
Male,1988-01-12 00:00:00+00:00,NewYork,108.9,9.0,147.0,10.0,4.0,171.0,2.0,6531.0,GBR,GBR
Male,1991-09-09 00:00:00+00:00,EuropeMaltaGozoNadur,22.8,5.0,37.0,2.0,2.0,46.0,0.0,1364.0,Nadur,MLT
Male,1992-08-06 00:00:00+00:00,HaifaIsrael,142.6,2.0,264.0,28.0,19.0,322.0,0.0,8608.0,Israel,ISR
Female,1991-09-27 00:00:00+00:00,Israel,69.8,9.0,188.0,27.0,39.0,284.0,22.0,4132.0,Israel,ISR
Female,1993-09-16 00:00:00+00:00,OntarioCanada,15.8,4.0,24.0,2.0,0.0,30.0,0.0,943.0,Canada,CAN
Female,1991-08-27 00:00:00+00:00,England,1.3,2.0,0.0,1.0,1.0,4.0,2.0,75.0,England,GBR
Female,1990-01-09 00:00:00+00:00,SomewhereinColorado,11.3,3.0,9.0,4.0,1.0,17.0,5.0,5357.0,USA,USA
Male,1994-11-25 00:00:00+00:00,MoscowRussia,5.1,1.0,11.0,3.0,3.0,23.0,1.0,321.0,Russia,RUS
Male,1988-08-31 00:00:00+00:00,Brasil,0.6,0.0,2.0,0.0,0.0,2.0,0.0,36.0,Brasil,Invalid country name
Female,2007-12-01 00:00:00+00:00,USA,99.3,4.0,235.0,37.0,41.0,398.0,0.0,5936.0,USA,USA
Female,1982-05-04 00:00:00+00:00,SierraMadreCalifornia,58.7,17.0,193.0,41.0,30.0,305.0,15.0,3432.0,USA,USA
Male,1988-05-04 00:00:00+00:00,undermytoilet,88.0,2.0,245.0,7.0,3.0,393.0,0.0,5099.0,undermytoilet,Invalid country name
Male,1984-05-09 00:00:00+00:00,California,153.8,5.0,492.0,1.0,29.0,569.0,0.0,9198.0,USA,USA
Male,1989-06-23 00:00:00+00:00,Sweden,118.9,21.0,191.0,34.0,17.0,334.0,49.0,7255.0,Sweden,SWE
Male,1991-04-04 00:00:00+00:00,RigaLatvia,152.2,8.0,678.0,12.0,103.0,955.0,3.0,9484.0,Latvia,LVA
Male,1990-07-23 00:00:00+00:00,UmearingSweden,15.8,8.0,14.0,0.0,1.0,23.0,0.0,956.0,Sweden,SWE
Male,1991-06-30 00:00:00+00:00,LondonEngland,4.4,1.0,6.0,7.0,4.0,18.0,1.0,273.0,England,GBR
Female,1989-09-19 00:00:00+00:00,Philadelphia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Philadelphia,Invalid country name
Female,1994-06-03 00:00:00+00:00,BudapestHungary,103.8,5.0,302.0,50.0,10.0,375.0,12.0,6317.0,Hungary,HUN
Female,1991-09-16 00:00:00+00:00,yacktownnewyork,42.9,0.0,105.0,2.0,3.0,131.0,6.0,2589.0,yacktownnewyork,Invalid country name
Female,1988-10-02 00:00:00+00:00,Somwehereinmyownlittleworld,47.5,10.0,35.0,0.0,0.0,45.0,41.0,2939.0,Somwehereinmyownlittleworld,Invalid country name
Male,1991-04-17 00:00:00+00:00,Brasilia,113.0,70.0,333.0,0.0,85.0,488.0,0.0,6753.0,BRA,BRA
Female,1989-10-07 00:00:00+00:00,MaderoTamaulipas,128.0,4.0,456.0,16.0,241.0,729.0,1.0,7527.0,Tamaulipas,MEX
Female,1991-11-13 00:00:00+00:00,Barcelona,13.3,1.0,12.0,0.0,3.0,16.0,19.0,727.0,ESP,ESP
Male,1991-06-29 00:00:00+00:00,Arizona,16.0,1.0,16.0,4.0,2.0,36.0,30.0,957.0,USA,USA
Female,1983-06-23 00:00:00+00:00,SanDiegoCA,9.1,0.0,47.0,0.0,0.0,47.0,0.0,548.0,USA,USA
Male,1993-09-03 00:00:00+00:00,NEWYORK,0.0,0.0,0.0,0.0,1.0,1.0,3.0,960.0,USA,USA
Female,1993-02-03 00:00:00+00:00,Russia,22.4,2.0,61.0,4.0,16.0,89.0,2.0,1359.0,Russia,RUS
Male,1992-07-25 00:00:00+00:00,Malaysia,3.8,3.0,7.0,0.0,1.0,12.0,0.0,229.0,Malaysia,MYS
Female,1983-09-15 00:00:00+00:00,newcastleAU,58.9,23.0,119.0,19.0,57.0,218.0,0.0,3516.0,newcastleAU,Invalid country name
Male,1991-05-08 00:00:00+00:00,Cheshire,154.9,2.0,13.0,1.0,0.0,16.0,41.0,9262.0,Cheshire,GBR
Male,1987-07-07 00:00:00+00:00,TokyoJapan,1.1,1.0,1.0,0.0,0.0,2.0,0.0,66.0,Japan,JPN
Female,1991-05-26 00:00:00+00:00,Israelhaifa,9.6,4.0,27.0,0.0,9.0,40.0,26.0,555.0,Israelhaifa,Invalid country name
Male,1987-01-18 00:00:00+00:00,NiedersachsenGermany,231.6,4.0,902.0,4.0,595.0,1505.0,14.0,13461.0,Germany,DEU
Male,1989-06-01 00:00:00+00:00,DallasTexas,1.9,0.0,1.0,1.0,0.0,2.0,2.0,121.0,USA,USA
Male,1985-10-27 00:00:00+00:00,LithuaniaVilnius,4.4,1.0,11.0,3.0,1.0,18.0,3.0,242.0,Vilnius,LTU
Male,1988-05-27 00:00:00+00:00,MuharraqBahrain,53.8,4.0,78.0,3.0,31.0,120.0,13.0,3185.0,Bahrain,BHR
Male,1991-07-07 00:00:00+00:00,Netherlands,17.7,6.0,29.0,0.0,0.0,35.0,7.0,1061.0,Netherlands,NLD
Male,1991-04-24 00:00:00+00:00,MyHouse,25.2,48.0,72.0,8.0,11.0,146.0,27.0,1480.0,House,Invalid country name
Male,1987-06-29 00:00:00+00:00,SaintPaulMinnesota,33.5,4.0,69.0,0.0,7.0,80.0,7.0,1977.0,USA,USA
Male,1985-11-16 00:00:00+00:00,UtrechtNetherlands,34.6,2.0,108.0,2.0,2.0,115.0,3.0,2044.0,Netherlands,NLD
Male,1990-08-24 00:00:00+00:00,TorontoOntario,53.2,38.0,82.0,3.0,10.0,150.0,0.0,3163.0,Ontario,CAN
Female,1993-12-01 00:00:00+00:00,chicagoillinois,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,chicagoillinois,Invalid country name
Female,1991-02-21 00:00:00+00:00,Wisconsin,10.1,5.0,13.0,0.0,0.0,18.0,13.0,561.0,USA,USA
Male,1991-12-14 00:00:00+00:00,Jamaica,45.5,41.0,200.0,5.0,836.0,1082.0,10.0,2695.0,Jamaica,JAM
Male,1986-11-11 00:00:00+00:00,Wisconsin,65.3,27.0,226.0,5.0,0.0,270.0,4.0,3876.0,USA,USA
Female,1991-10-29 00:00:00+00:00,FL,86.3,6.0,175.0,33.0,32.0,251.0,4.0,5077.0,USA,USA
Male,1990-07-04 00:00:00+00:00,UK,111.5,21.0,311.0,22.0,4.0,371.0,0.0,6751.0,GBR,GBR
Male,1987-09-17 00:00:00+00:00,UnitedKingdom,173.6,15.0,442.0,0.0,2.0,459.0,0.0,10235.0,Kingdom,BEL
Male,1990-08-31 00:00:00+00:00,HollywoodCalifornia,10.8,4.0,40.0,0.0,2.0,49.0,0.0,613.0,USA,USA
Male,1992-11-25 00:00:00+00:00,chicagoillinois,44.6,7.0,228.0,5.0,53.0,334.0,0.0,2709.0,chicagoillinois,Invalid country name
Male,1990-09-03 00:00:00+00:00,OmahaNE,61.3,8.0,68.0,15.0,25.0,119.0,28.0,3594.0,USA,USA
Male,1987-02-14 00:00:00+00:00,LloydminsterAlbertaCanada,236.1,103.0,490.0,6.0,253.0,864.0,2.0,14094.0,Canada,CAN
Male,1988-04-20 00:00:00+00:00,Australia,89.7,13.0,131.0,9.0,3.0,173.0,9.0,5322.0,Australia,AUS
Female,1989-11-05 00:00:00+00:00,RoxasCityPHilippines,2.0,0.0,1.0,1.0,0.0,2.0,3.0,121.0,Hilippines,PHL
Male,1988-10-25 00:00:00+00:00,Miskolc,18.7,3.0,32.0,5.0,2.0,43.0,46.0,1017.0,HUN,HUN
Female,1988-08-13 00:00:00+00:00,HamburgGermany,75.5,3.0,32.0,3.0,0.0,38.0,63.0,4464.0,Germany,DEU
Male,1987-12-27 00:00:00+00:00,UknowD,201.7,7.0,561.0,0.0,0.0,568.0,1.0,11865.0,UknowD,Invalid country name
Male,1987-10-07 00:00:00+00:00,RussiaSaintPetersburg,48.5,3.0,23.0,1.0,1.0,29.0,46.0,2944.0,Petersburg,Invalid country name
Male,1991-12-03 00:00:00+00:00,GroningenNetherlands,22.8,5.0,20.0,0.0,13.0,39.0,0.0,1361.0,Netherlands,NLD
Male,1987-06-01 00:00:00+00:00,America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,America,ASM
Male,1986-01-24 00:00:00+00:00,virginia,101.1,8.0,272.0,50.0,20.0,356.0,61.0,6104.0,virginia,USA
Male,1993-11-23 00:00:00+00:00,Home,36.1,42.0,76.0,16.0,32.0,186.0,0.0,2184.0,Home,Invalid country name
Female,1978-07-23 00:00:00+00:00,DallasTX,37.4,3.0,60.0,3.0,2.0,70.0,40.0,2208.0,USA,USA
Male,1983-09-28 00:00:00+00:00,SanJoseacuteCostaRica,73.1,0.0,33.0,0.0,0.0,33.0,64.0,4235.0,Rica,ASM
Male,1990-01-23 00:00:00+00:00,Denmark,99.5,1.0,189.0,36.0,1.0,240.0,37.0,5818.0,Denmark,DNK
Female,1989-09-29 00:00:00+00:00,MilanoItaly,90.7,34.0,300.0,24.0,30.0,418.0,2.0,5838.0,Italy,ITA
Female,1992-04-07 00:00:00+00:00,StLouisMissouri,19.7,14.0,70.0,22.0,43.0,159.0,8.0,1153.0,USA,USA
Male,1988-07-01 00:00:00+00:00,SaoPaulo,67.3,9.0,193.0,0.0,9.0,211.0,7.0,3943.0,BRA,BRA
Female,1988-12-14 00:00:00+00:00,US,26.4,17.0,47.0,22.0,23.0,114.0,0.0,1541.0,USA,USA
Female,1993-10-22 00:00:00+00:00,NJ,64.1,20.0,173.0,5.0,86.0,286.0,0.0,3919.0,USA,USA
Male,1984-07-24 00:00:00+00:00,manilaPhilippines,2.3,0.0,2.0,0.0,0.0,2.0,10.0,126.0,Philippines,PHL
Male,1988-10-02 00:00:00+00:00,Germany,117.7,15.0,502.0,17.0,77.0,613.0,19.0,6938.0,Germany,DEU
Female,1983-09-06 00:00:00+00:00,SkullFortress,38.1,4.0,84.0,19.0,8.0,118.0,0.0,2246.0,Fortress,Invalid country name
Male,1990-03-08 00:00:00+00:00,NewLANLAMira,112.3,201.0,358.0,125.0,344.0,1047.0,0.0,6756.0,Mira,ARE
Female,1990-10-14 00:00:00+00:00,SoldeirsGroveWisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USA,USA
Male,1972-11-25 00:00:00+00:00,NewJersey,1.4,2.0,2.0,2.0,1.0,7.0,0.0,80.0,Jersey,JEY
Male,1981-09-19 00:00:00+00:00,NewJersey,576.2,57.0,2200.0,0.0,333.0,2600.0,30.0,52688.0,Jersey,JEY
Female,1992-09-25 00:00:00+00:00,sevenohtwonevada,17.2,2.0,47.0,21.0,36.0,111.0,25.0,963.0,sevenohtwonevada,Invalid country name
Female,1992-06-02 00:00:00+00:00,Philippines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Philippines,PHL
Female,1991-12-31 00:00:00+00:00,InasuburboutsideToronto,86.5,9.0,220.0,15.0,94.0,356.0,21.0,5063.0,CAN,CAN
Male,1989-02-14 00:00:00+00:00,MassaItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Italy,ITA
Male,1988-04-02 00:00:00+00:00,FullertonCalifornia,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,USA,USA
Female,1983-05-14 00:00:00+00:00,HiloHawaii,36.8,0.0,111.0,25.0,3.0,183.0,7.0,2072.0,USA,USA
Male,1989-06-17 00:00:00+00:00,SanJoseCA,38.6,11.0,116.0,10.0,0.0,147.0,5.0,2294.0,NGA,NGA
Male,1991-09-28 00:00:00+00:00,TokyoJapan,47.1,2.0,230.0,10.0,148.0,391.0,3.0,2930.0,Japan,JPN
