English name,Score,Genres,Type,Producers,Studios,Rank,Popularity,Favorites,Scored By,Members,Weighted_Score
Corpse Party: Tortured Souls,6.44,"Horror, Mystery, Supernatural",OVA,MAGES.,asread.,6661.0,589,1644,215633.0,368084,74.1888074078053
Anohana: The Flower We Saw That Day The Movie,7.85,"Drama, Supernatural",Movie,Aniplex,A-1 Pictures,811.0,784,616,137806.0,286410,71.88252316825853
Lychee Light Club,5.16,"Comedy, Drama, Horror, Romance",TV,Nelke Planning,Kachidoki Studio,11659.0,5569,15,5469.0,12184,38.210727376074004
Love Live! School Idol Project,7.41,Slice of Life,TV,"Bandai Visual, Lantis, ASCII Media Works, Bushiroad",Sunrise,2042.0,477,7955,220693.0,436300,75.69862020611207
Amnesia,5.99,"Fantasy, Mystery, Romance",TV,"Geneon Universal Entertainment, Frontier Works, Movic, AT-X, DAX Production, Showgate",Brain's Base,8872.0,766,1021,146406.0,289721,69.94433248014046
Cuticle Detective Inaba,7.25,"Comedy, Fantasy, Mystery",TV,"Frontier Works, Media Factory, AT-X, Showgate, BIGLOBE",Zexcs,2770.0,1903,401,36306.0,102106,58.830691583713055
The World God Only Knows: Tenri Arc,7.68,"Comedy, Romance, Supernatural",OVA,"Geneon Universal Entertainment, Shogakukan",Manglobe,1185.0,1556,102,79848.0,133697,66.64086397168631
Senran Kagura: Ninja Flash,6.29,"Action, Comedy, Ecchi",TV,"Genco, Lantis, Media Factory, AT-X, Marvelous AQL, Showgate",Artland,7469.0,1566,278,41052.0,132710,58.6535383997718
Teekyu,6.55,"Comedy, Sports",TV,"DAX Production, Earth Star Entertainment",MAPPA,6081.0,2530,215,27467.0,64927,55.31665498083899
Hetalia: The Beautiful World,7.42,Comedy,ONA,Frontier Works,Studio Deen,2015.0,2417,563,33727.0,70063,58.364287692109365
Code Geass: Akito the Exiled - The Wyvern Divided,7.46,Action,Movie,"Bandai Visual, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners",Sunrise,1841.0,1568,207,68974.0,132589,65.02058288674297
Code Geass: Akito the Exiled - The Brightness Falls,7.28,Action,Movie,"Bandai Visual, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners",Sunrise,2611.0,1815,102,53182.0,110370,62.39397370858919
Code Geass: Akito the Exiled - Memories of Hatred,7.22,Action,Movie,"Bandai Visual, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners",Sunrise,2925.0,1932,73,46230.0,100035,61.02387880390006
"The ""Hentai"" Prince and the Stony Cat.",7.16,"Comedy, Romance, Supernatural",TV,"Frontier Works, Media Factory, FuRyu",J.C.Staff,3238.0,472,1686,232788.0,440018,75.87440037401748
In This Corner of the World,8.22,"Award Winning, Drama",Movie,"Genco, Animatsu Entertainment",MAPPA,319.0,1239,1470,74009.0,179010,66.56710369656814
Wooser's Hand-to-Mouth Life,6.19,"Comedy, Fantasy, Slice of Life",TV,"TV Tokyo, Good Smile Company",SANZIGEN,7942.0,5648,23,5447.0,11808,39.85412173125455
"Problem Children Are Coming from Another World, Aren't They?",7.44,"Action, Comedy, Fantasy",TV,"Kadokawa Shoten, Nippon Columbia, flying DOG",Diomedéa,1920.0,354,3696,303906.0,567959,78.69047843765607
One Piece: Episode of Nami - Tears of a Navigator and the Bonds of Friends,8.12,"Action, Adventure, Fantasy",Special,Fuji TV,Toei Animation,439.0,2489,83,36957.0,66718,60.04134060674793
"So, I Can't Play H! Recap",6.46,"Comedy, Romance, Supernatural, Ecchi",Special,"Geneon Universal Entertainment, Sotsu, Lantis",feel.,6580.0,4044,20,11863.0,26330,47.43600937087501
Gintama: The Movie: The Final Chapter: Be Forever Yorozuya,8.91,"Action, Comedy, Sci-Fi",Movie,"TV Tokyo, Aniplex, Dentsu, Bandai, Warner Bros. Japan, Shueisha",Sunrise,21.0,977,2091,129726.0,229376,72.49420239302542
Samurai Bride,6.72,"Action, Comedy, Ecchi",TV,"Genco, Lantis, Hobby Japan, Gigno Systems",Arms,5221.0,1971,98,42049.0,97525,59.48577980996896
The Troubled Life of Miss Kotoura,7.17,"Comedy, Drama, Romance",TV,"AIC, CBC Television, KlockWorx, flying DOG",AIC Classic,3193.0,666,1028,172150.0,328287,73.10066160570285
Gintama: Enchousen,9.03,"Action, Comedy, Sci-Fi",TV,"TV Tokyo, Aniplex, Dentsu, Shueisha, Miracle Bus",Sunrise,11.0,715,2967,157644.0,309261,74.41768744082611
Is This a Zombie? Of the Dead OVA,7.43,"Action, Comedy, Supernatural, Ecchi",OVA,"Kadokawa Shoten, AT-X, Kadokawa Pictures Japan, KlockWorx, flying DOG",Studio Deen,1963.0,1888,58,55836.0,103951,63.0320209079031
High School DxD New,7.48,"Action, Comedy, Romance, Ecchi",TV,"Genco, Lantis, Media Factory, Movic, AT-X, Showgate, Q-Tec, Fujimi Shobo",TNK,1789.0,175,4479,576965.0,883376,84.65990650062001
Yu-Gi-Oh! Zexal II,6.87,"Action, Fantasy",TV,"TV Tokyo, Nihon Ad Systems, Konami Cross Media NY",Gallop,4555.0,3352,225,20394.0,38526,53.007617790725334
Shining Hearts: Bread of Happiness Specials,5.96,Fantasy,Special,"Avex Entertainment, Sega, DAX Production, Volks",Production I.G,9037.0,9993,1,783.0,2489,21.594067668292556
Maken-Ki! Two,6.14,"Action, Ecchi",TV,"Kadokawa Shoten, AT-X, Nippon Columbia, KlockWorx, Toranoana, Docomo Anime Store, Kadokawa Media House",Xebec,8174.0,1419,168,68777.0,151244,63.19592826603963
Date A Live,7.16,"Romance, Sci-Fi",TV,"AIC, Kadokawa Shoten, AT-X, Nippon Columbia, Fujimi Shobo",AIC PLUS+,3228.0,146,9459,562776.0,990978,84.02620814723039
Brothers Conflict,5.95,Romance,TV,"Kadokawa Shoten, Movic, DAX Production, Showgate, NBCUniversal Entertainment Japan",Brain's Base,9078.0,1242,733,96713.0,178780,66.0534998768287
Cardfight!! Vanguard Link Joker,7.13,Action,TV,"TV Tokyo, Dentsu, Sotsu, Bushiroad",TMS Entertainment,3385.0,4368,83,11714.0,22143,48.230559474366665
Hakkenden -Eight Dogs of the East-,7.39,"Action, Fantasy, Mystery",TV,"Bandai Visual, Frontier Works, Lantis, Movic, DAX Production, Sony PCL",Studio Deen,2128.0,1789,687,42533.0,112291,60.46910790556909
Phi Brain: Puzzle of God 3,7.24,"Action, Mystery",TV,NHK,Sunrise,2817.0,3505,40,13076.0,35544,49.38766732764126
Nekomonogatari Black,7.93,"Comedy, Romance, Supernatural, Ecchi",TV,"Aniplex, Kodansha",Shaft,677.0,378,1206,328638.0,536376,80.00197080201096
Nyaruko: Crawling With Love! Second Season,7.22,"Comedy, Sci-Fi",TV,"Avex Entertainment, Sotsu, DIVE II Entertainment",Xebec,2938.0,1253,300,90766.0,177327,67.25399259669177
Saint☆Young Men (Movie),7.8,"Comedy, Slice of Life",Movie,"Aniplex, Kodansha, Toho",A-1 Pictures,927.0,2027,456,42191.0,92778,60.89318082435722
Symphogear G,7.46,"Action, Sci-Fi",TV,"Starchild Records, Memory-Tech, Dwango, Bushiroad, Good Smile Company, Kinyosha",Satelight,1860.0,2696,522,27859.0,57902,56.648831591162846
The Devil is a Part-Timer!,7.75,"Comedy, Fantasy",TV,"Sotsu, Lantis, Pony Canyon, Magic Capsule, KlockWorx, ASCII Media Works, Showgate, Infinite",White Fox,1029.0,68,10849,923881.0,1504983,89.33499311029742
Magical Sisters Yoyo & Nene,7.36,Fantasy,Movie,"Aniplex, Starchild Records, Tokuma Shoten",ufotable,2223.0,4843,19,6219.0,17494,42.676757912672194
Iron Man: Rise of Technovore,6.15,Action,OVA,Sony Pictures Entertainment,Madhouse,8107.0,6570,8,3932.0,8141,36.78467483134776
Majestic Prince,7.33,"Action, Sci-Fi",TV,"TV Tokyo, Sotsu, Kadokawa Shoten, KlockWorx, Bandai Namco Games, TOHO animation","Doga Kobo, Orange",2401.0,2776,168,23455.0,54469,54.89749179143955
"Love, Chunibyo & Other Delusions! Depth of Field: Love and Hate Theater",6.74,Action,Special,"Lantis, Pony Canyon",Kyoto Animation,5120.0,2156,42,42409.0,83833,59.591946661606904
Fantasista Doll,6.17,"Fantasy, Sci-Fi",TV,"Amber Film Works, TOHO animation",Hoods Entertainment,8025.0,4014,22,10333.0,26647,45.73676870857971
Yuyushiki,7.36,Comedy,TV,"Geneon Universal Entertainment, Magic Capsule, Showgate, Houbunsha, Exit Tunes",Kinema Citrus,2244.0,1875,631,39168.0,104948,59.67043516467874
Saki - Episode of Side A,7.52,Slice of Life,Special,"Sotsu, Lantis, TV Tokyo Music",Studio Gokumi,1672.0,5239,21,7663.0,14170,44.80343381331834
Kokoro Connect OVA,7.93,"Drama, Romance, Supernatural",Special,"Starchild Records, Enterbrain",SILVER LINK.,675.0,881,829,166504.0,253859,73.72307307123185
Unlimited Psychic Squad,7.47,"Action, Supernatural",TV,"TV Tokyo, Geneon Universal Entertainment, Shogakukan-Shueisha Productions, Half H.P Studio",Manglobe,1827.0,1447,446,59575.0,148064,63.680157048190665
Sunday Without God,7.29,"Adventure, Fantasy, Mystery",TV,"Starchild Records, AT-X, KlockWorx, Memory-Tech, Studio Mausu",Madhouse,2562.0,1039,877,92164.0,216117,67.48424063959277
Tokyo Ravens,7.43,"Action, Fantasy, Romance",TV,"Geneon Universal Entertainment, Movic, Bushiroad, Showgate, Tokyo MX, i0+, Fujimi Shobo",8bit,1945.0,437,2010,215334.0,473486,75.4965054883863
Karneval,7.09,"Action, Fantasy, Mystery, Sci-Fi",TV,"Bandai Visual, Lantis, Ichijinsha",Manglobe,3568.0,1062,1173,88399.0,211653,66.84219132351812
A Certain Scientific Railgun S,8.02,"Action, Fantasy, Sci-Fi",TV,"Geneon Universal Entertainment, Movic, AT-X, Warner Bros. Japan, ASCII Media Works",J.C.Staff,561.0,572,3729,198713.0,375825,75.46034148545047
A Lull in the Sea,7.97,"Drama, Fantasy, Romance",TV,"Geneon Universal Entertainment, Sotsu, Animax, Rondo Robe, Showgate, Infinite",P.A. Works,623.0,339,9372,249500.0,585254,77.50434203205592
Sword Art Offline,6.14,Comedy,Special,Aniplex,I was a Ballerina,8138.0,2089,167,42499.0,89169,58.75054360860642
Saki: The Nationals,7.41,Slice of Life,TV,"TV Tokyo, Square Enix, Lantis, Pony Canyon",Studio Gokumi,2054.0,3528,129,15212.0,34982,50.99921824822815
"One Piece: Emergency Planning, A Perfect Strategy for the One Piece",7.07,"Action, Adventure, Fantasy",Special,"Fuji TV, TAP",Toei Animation,3683.0,4870,11,6734.0,17268,43.04022799028226
Hyperdimension Neptunia,6.92,"Action, Comedy, Fantasy, Sci-Fi",TV,"Frontier Works, Media Factory, Idea Factory, Magic Capsule",David Production,4305.0,1432,1192,60371.0,149607,63.09647724673285
Ai-Mai-Mi,5.81,"Comedy, Slice of Life",TV,"AT-X, Takeshobo, Dream Creation, SPO Entertainment",Seven,9642.0,3823,39,13331.0,29815,47.534070374737304
Flowers of Evil,7.14,"Drama, Romance",TV,"Starchild Records, Animax, Kodansha, KlockWorx, GANSIS",Zexcs,3319.0,1053,3008,76521.0,213873,65.57458837875565
Bakumatsu Gijinden Roman,6.13,Fantasy,TV,"Sotsu, Nippon Columbia",TMS Entertainment,8227.0,5845,1,4363.0,10847,37.71505707540249
Ishida & Asakura,5.86,Comedy,TV,DAX Production,Hotline,9469.0,5245,19,8089.0,14093,42.99982701903667
Love Lab,7.31,"Comedy, Romance",TV,"Aniplex, Dentsu, Mainichi Broadcasting System",Doga Kobo,2488.0,1126,530,76366.0,197468,65.77315671487169
The Severing Crime Edge,6.67,"Action, Fantasy, Romance",TV,Media Factory,Studio Gokumi,5488.0,1825,157,46570.0,109474,60.35984936649407
Photo Kano,6.19,"Romance, Ecchi",TV,"TBS, Enterbrain, BS-TBS, RAY",Madhouse,7919.0,1676,157,45818.0,122350,59.519839896046435
Tamako Market,7.39,Slice of Life,TV,"Animax, Pony Canyon, TBS, Animation Do",Kyoto Animation,2110.0,519,1541,167447.0,407846,73.12395820971956
Glitter Force Doki Doki,6.66,"Action, Fantasy",TV,Asahi Broadcasting,Toei Animation,5515.0,4135,150,11591.0,25227,47.50337241990243
Angel's Drop,3.35,"Comedy, Ecchi",Special,"AIC, Flex Comix, G-mode",AIC Frontier,12666.0,4954,18,10457.0,16507,40.207164701122544
Attack on Titan,8.54,"Action, Award Winning, Drama, Suspense",TV,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Mad Box, Pony Canyon Enterprise",Wit Studio,107.0,1,163844,2660903.0,3744541,100.0
Devil Survivor 2 The Animation,6.84,"Action, Supernatural",TV,"Mainichi Broadcasting System, Pony Canyon, Showgate, Index",Bridge,4649.0,1328,470,78409.0,164561,65.40327399157007
Arata: The Legend,6.44,"Adventure, Fantasy",TV,"TV Tokyo, Sotsu, Lantis, JM Animation",Satelight,6656.0,2394,62,32564.0,71153,56.73216758549509
Gargantia on the Verdurous Planet,7.45,"Action, Adventure, Sci-Fi",TV,"Bandai Visual, Yomiuri Telecasting, Lantis, Nitroplus, Bushiroad, Good Smile Company",Production I.G,1871.0,667,1247,172237.0,328240,73.45908676826637
Hal,7.4,"Drama, Romance, Sci-Fi",Movie,"Production I.G, Shochiku, Pony Canyon",Wit Studio,2087.0,1497,376,69053.0,140504,64.95658118104511
Danganronpa: The Animation,7.21,"Horror, Mystery",TV,"Geneon Universal Entertainment, Studio Hibari, Mainichi Broadcasting System, Showgate",Lerche,2984.0,165,8168,525999.0,907772,83.46637988863733
The Wind Rises,8.11,"Award Winning, Drama, Romance",Movie,Nichion,Studio Ghibli,440.0,708,3078,178434.0,312501,74.56936406366091
Valvrave the Liberator,7.13,"Action, Sci-Fi",TV,"Aniplex, Dentsu, Mainichi Broadcasting System, Movic, Bandai, Bandai Namco Entertainment",Sunrise,3400.0,1323,676,76749.0,165143,65.5891198237417
"Sankarea: I, Too, Am... A Zombie...",7.21,"Comedy, Horror, Romance, Supernatural, Ecchi",Special,"Lantis, Pony Canyon, TBS, Kodansha, BS-TBS",Studio Deen,2969.0,2151,41,47632.0,84158,61.28696844736733
The World God Only Knows: Goddesses,8.0,"Comedy, Romance, Supernatural",TV,"TV Tokyo, Geneon Universal Entertainment, Shogakukan, Imagine",Manglobe,594.0,652,2044,189432.0,335543,74.99558345253962
KINMOZA!,7.23,"Comedy, Slice of Life",TV,"Media Factory, Showgate",Studio Gokumi,2888.0,1235,865,68091.0,179386,64.61240879885747
"WataMote: No Matter How I Look At It, It's You Guys' Fault I'm Not Popular!",7.0,Comedy,TV,"TV Tokyo, Media Factory, MediaNet, AT-X, DAX Production, Sony Music Communications, Bushiroad, Good Smile Company, NichiNare",SILVER LINK.,3994.0,307,5412,330200.0,631605,78.89381698452104
The Garden of Words,7.89,"Award Winning, Drama, Romance",Movie,"The Answer Studio, TOHO animation",CoMix Wave Films,752.0,194,6827,498648.0,826383,83.80554834744181
Naruto Shippuden the Movie 7: The Last,7.79,"Action, Adventure, Fantasy, Romance",Movie,"TV Tokyo, Shueisha",Pierrot,932.0,348,2109,384937.0,576646,81.29767296840217
Devils and Realist,7.01,"Comedy, Fantasy, Mystery",TV,"TV Tokyo, Sotsu",Doga Kobo,3951.0,1769,420,42687.0,114358,60.01499363335774
Kuroko's Basketball 2,8.22,Sports,TV,"Bandai Visual, Lantis, Nihon Ad Systems, Banpresto, Shueisha, BS11",Production I.G,321.0,197,4324,522614.0,820436,84.61741801699762
K: Missing Kings,7.64,"Action, Fantasy",Movie,"Starchild Records, Mainichi Broadcasting System, KlockWorx, Glovision",GoHands,1281.0,902,630,120924.0,248370,70.4253109461305
Muromi-san,6.92,"Comedy, Fantasy, Slice of Life",TV,"Starchild Records, Studio Tulip, Half H.P Studio",Tatsunoko Production,4322.0,3246,52,17726.0,40851,51.77983597763687
Kuroko's Basketball: Tip Off,7.81,Sports,Special,"Bandai Visual, Lantis",Production I.G,886.0,1916,83,55426.0,101277,63.42457122461009
Silver Spoon,8.09,Comedy,TV,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings",A-1 Pictures,472.0,793,2833,127790.0,284006,71.4637986441177
"Love, Chunibyo & Other Delusions!: Sparkling... Slapstick Noel",7.49,"Comedy, Romance",Special,"Lantis, Pony Canyon, TBS, Rakuonsha",Kyoto Animation,1736.0,1021,171,127842.0,220650,70.75594425661785
Hayate the Combat Butler! Cuties,7.02,"Comedy, Romance",TV,TV Tokyo,Manglobe,3901.0,3111,52,19731.0,44134,52.90187744422591
Monogatari Series: Second Season,8.77,"Comedy, Mystery, Romance, Supernatural",TV,"Aniplex, Kodansha, Cyclone Graphics",Shaft,38.0,293,23021,346175.0,647556,81.41181804986901
Aiura,6.65,"Comedy, Slice of Life",TV,"Pony Canyon, Tohokushinsha Film Corporation",LIDENFILMS,5569.0,2134,170,38776.0,85822,58.640773809458345
Pokémon: Black & White: Adventures in Unova,6.66,"Action, Adventure, Comedy, Fantasy",TV,TV Tokyo,OLM,5545.0,3047,30,25094.0,45646,54.63605511118003
Someone's Gaze,7.32,"Drama, Slice of Life",Movie,The Answer Studio,CoMix Wave Films,2415.0,2426,95,36779.0,69510,59.03895590693505
Straight Title Robot Anime,5.63,Comedy,TV,"Tsubasa Entertainment, Just Production",Bouncy,10346.0,9848,4,892.0,2612,22.271487082103622
Zillion Specials,5.83,"Action, Adventure, Sci-Fi",Special,"Yomiko Advertising, Nippon Television Network",Tatsunoko Production,9580.0,13428,0,170.0,789,7.293539111543787
Ghost in the Shell: Arise - Border 1: Ghost Pain,7.44,Sci-Fi,Movie,"Bandai Visual, Dentsu, Kodansha, flying DOG, TOHO animation",Production I.G,1914.0,2592,68,29419.0,62053,57.12717862256928
Unbreakable Machine-Doll,7.05,"Action, Fantasy, Ecchi",TV,"Genco, Media Factory, Kadokawa Shoten, Movic, AT-X, Showgate",Lerche,3760.0,699,670,153854.0,317933,71.90719121532646
Log Horizon,7.93,"Action, Adventure, Fantasy",TV,NHK,Satelight,676.0,127,10177,562953.0,1081698,84.97235462231254
Space Pirate Captain Harlock,7.33,"Action, Drama, Sci-Fi",Movie,"Toei Video, Sammy, Kinoshita Koumuten","Toei Animation, Marza Animation Planet",2392.0,2852,164,30803.0,52084,57.41414977258582
Kingdom: Season 2,8.33,Action,TV,"NHK, NHK Enterprises",Pierrot,214.0,1727,826,57326.0,117731,64.33106702548221
"Say ""I Love You"".: Mei and Marshmallow Meow",6.84,Romance,Special,Starchild Records,Zexcs,4683.0,2711,158,24753.0,57143,54.75597550752072
THE IDOLM@STER MOVIE: BEYOND THE BRILLIANT FUTURE!,7.6,"Comedy, Drama",Movie,"Aniplex, TBS, Rakuonsha, Nippon Columbia, Banpresto, Bandai Namco Entertainment",A-1 Pictures,1387.0,4251,66,11154.0,23620,48.36769503027912
Mushibugyo,7.3,"Action, Fantasy, Ecchi",TV,"TV Tokyo, Dentsu, Avex Pictures",Seven Arcs Pictures,2509.0,2092,182,34161.0,88887,58.331793645620515
Non Non Biyori,7.94,Slice of Life,TV,"TV Tokyo, Lantis, Media Factory, Kadokawa Shoten, AT-X, Sony Music Communications",SILVER LINK.,667.0,514,6139,169234.0,411849,73.88489214101409
Mobile Suit Gundam AGE: Memory of Eden,6.6,"Action, Drama, Sci-Fi",OVA,Mainichi Broadcasting System,Sunrise,5832.0,7957,0,1800.0,5088,30.221685959636112
Leviathan: The Last Defense,6.3,"Comedy, Fantasy",TV,"TV Tokyo, ZERO-A, GREE",Gonzo,7424.0,3935,37,11207.0,27951,46.67910784622945
Toriko the Movie: Secret Recipe of Gourmet God!,7.1,"Action, Adventure, Comedy, Fantasy",Movie,"Yomiko Advertising, Toei Video, Bandai, Nippon Columbia, Happinet Pictures, Bandai Namco Games, Shueisha",Toei Animation,3517.0,7036,4,2883.0,6857,35.245587807403425
The Fruit of Grisaia,7.48,"Drama, Romance",TV,"Frontier Works, AT-X, Bushiroad, NBCUniversal Entertainment Japan, Front Wing",8bit,1787.0,334,4341,305000.0,594026,78.77317614434544
Hidamari Sketch: Sae & Hiro Graduation,8.07,"Comedy, Slice of Life",OVA,"Aniplex, Lantis, TBS, Movic, Houbunsha",Shaft,497.0,5355,30,5947.0,13424,43.11420028838637
A Town Where You Live,6.83,"Drama, Romance",TV,"TV Tokyo, ZERO-A",Gonzo,4721.0,1448,576,61820.0,147847,63.19461217736601
Maoyu: There's More to this Story than Useless Flesh!,6.74,"Adventure, Fantasy, Romance",Special,"Genco, Kadokawa Shoten, Animax, Pony Canyon, Movic, Enterbrain, flying DOG",Arms,5138.0,4158,20,9504.0,24797,45.78045834818245
"Recently, my sister is unusual.",6.2,"Comedy, Romance, Supernatural, Ecchi",TV,"Lantis, Magic Capsule",Project No.9,7897.0,1311,188,76243.0,166767,64.23740299464842
Haré+Guu: Movie Special - The Illusive Pilot Film,6.19,Comedy,Special,Bandai Visual,Shin-Ei Animation,7955.0,12556,0,330.0,1025,13.967269442156539
Attractive shop,6.29,Sci-Fi,Special,"Lantis, Rakuonsha",Kyoto Animation,7456.0,7559,4,2848.0,5719,34.01424519170231
Imaginations,5.64,Fantasy,Special,"Lantis, Rakuonsha",Kyoto Animation,10316.0,8406,0,2266.0,4382,30.89615719750962
Glasses,6.29,Supernatural,Special,"Lantis, Rakuonsha, Animation Do",Kyoto Animation,7458.0,5492,6,5815.0,12697,40.60580716684794
Umbrella,6.08,Fantasy,Special,"Lantis, Rakuonsha, Animation Do",Kyoto Animation,8469.0,8260,0,2390.0,4625,32.081763382893946
Swimming,6.98,Sports,Special,"Lantis, Rakuonsha, Animation Do",Kyoto Animation,4070.0,5291,8,7203.0,13913,43.54365383332763
"Stella Women's Academy, High School Division Class C³",6.53,Sports,TV,"Pony Canyon, TBS, RAY",Gainax,6224.0,2807,75,21235.0,53507,52.912067542070595
A Good Librarian Like a Good Shepherd,6.86,Romance,TV,"Hobibox, Brave Hearts, DMM.com Labo, TIS","Hoods Entertainment, Felix Film",4569.0,1552,236,56221.0,134105,62.35839260427786
Dog & Scissors,6.54,"Comedy, Supernatural",TV,"Avex Entertainment, DLE, Enterbrain, Studio Mausu, Xing",Gonzo,6129.0,1471,277,68316.0,144705,63.71663466891963
Inferno Cop: Fact Files,5.37,"Action, Comedy",ONA,CoMix Wave Films,Trigger,11167.0,5716,3,6015.0,11437,39.4578263820695
Sparrow's Hotel,5.43,Comedy,TV,"DAX Production, Dream Creation",Hotline,11012.0,6023,8,5179.0,10101,38.17858089008777
Pokémon: Black & White: Adventures in Unova and Beyond,6.29,"Action, Adventure, Comedy, Fantasy",TV,TV Tokyo,OLM,7461.0,3154,22,23649.0,42990,53.56055023548458
Golden Time,7.74,"Comedy, Romance",TV,"Genco, Starchild Records",J.C.Staff,1041.0,147,12704,523969.0,990104,84.08570201957838
The Eccentric Family,7.84,"Award Winning, Comedy, Drama, Fantasy, Slice of Life",TV,"Bandai Visual, Yomiuri Telecasting, Lantis, Kids Station, Magic Capsule, Good Smile Company",P.A. Works,837.0,1340,1482,53046.0,163314,63.054678823600575
Wish Upon the Pleiades,6.73,"Action, Sci-Fi",TV,"Dentsu, Warner Bros. Japan, KlockWorx, Showgate, BS Fuji, Lawson HMV Entertainment, Dentsu Razorfish, SUBARU",Gainax,5205.0,3513,114,12361.0,35395,48.19385780911827
Blow the Flute Jaguar!,6.47,Comedy,OVA,Opera House,Kaeruotoko Shokai,6542.0,13135,2,140.0,859,6.463336769705633
Magical Girl Lyrical Nanoha Reflection,7.44,"Action, Drama, Sci-Fi",Movie,Shochiku,Seven Arcs Pictures,1916.0,5374,34,4168.0,13333,39.08128101229651
Keroppi in the Christmas Eve Gift,5.74,Fantasy,OVA,Sanrio,Grouper Productions,9901.0,14882,0,153.0,507,6.178112082304651
Freezing Vibration,6.72,"Action, Drama, Romance, Sci-Fi, Ecchi",TV,"Media Factory, Eswood, Kill Time Communication",A.C.G.T.,5216.0,1346,197,86651.0,162608,66.16281489504944
Rozen Maiden: Zurückspulen,7.33,"Action, Comedy, Drama",TV,TBS,Studio Deen,2371.0,2294,226,31819.0,76328,57.71382278720922
Hakkenden -Eight Dogs of the East- Season 2,7.61,"Action, Fantasy, Mystery",TV,"Bandai Visual, Frontier Works, Lantis, Movic, DAX Production, Sony PCL",Studio Deen,1358.0,2590,206,28763.0,62112,57.12756127996539
No-Rin,6.75,"Comedy, Romance, Ecchi",TV,Frontier Works,SILVER LINK.,5092.0,1187,272,77484.0,185648,65.17137255826572
Recorder and Randsell Mi,6.61,"Comedy, Slice of Life",TV,Takeshobo,Seven,5769.0,4302,7,12397.0,22947,48.05457201688052
Magi: The Kingdom of Magic,8.22,"Action, Adventure, Fantasy",TV,"Aniplex, Dentsu, Shogakukan-Shueisha Productions, Mainichi Broadcasting System, Movic, GYAO!",A-1 Pictures,322.0,201,7595,443999.0,814514,83.11199814833208
Servant x Service,7.63,"Comedy, Slice of Life",TV,"Aniplex, Half H.P Studio, Asahi Broadcasting",A-1 Pictures,1302.0,1043,679,93674.0,215258,68.05526019990607
Teekyu 2,6.68,Comedy,TV,"DAX Production, Earth Star Entertainment",MAPPA,5418.0,3754,22,17940.0,30842,51.564697158865386
Tonari no Seki-kun: The Master of Killing Time,7.54,Comedy,TV,"Starchild Records, Media Factory",Shin-Ei Animation,1586.0,1007,633,103802.0,223829,68.89374401198481
Beyond the Boundary,7.73,"Action, Fantasy",TV,"Lantis, Pony Canyon, TBS",Kyoto Animation,1074.0,121,11761,535011.0,1127118,84.26634742208525
Yowamushi Pedal,7.94,Sports,TV,"TV Tokyo, MediaNet, TOHO animation, Akita Shoten",TMS Entertainment,656.0,993,2275,112886.0,225986,70.14579951303739
Little Busters! ~Refrain~,8.19,"Comedy, Drama, Romance, Supernatural",TV,"Warner Bros. Japan, Showgate",J.C.Staff,358.0,1353,2080,75684.0,161901,66.74000846892886
Gatchaman Crowds,7.29,"Action, Sci-Fi",TV,"VAP, DAX Production, Nippon Television Network",Tatsunoko Production,2556.0,1217,1229,69048.0,181011,64.8176123073271
White Album 2,7.62,"Drama, Romance",TV,Starchild Records,Satelight,1347.0,936,3264,107923.0,239267,69.35073209630467
Infinite Stratos 2,6.47,"Action, Comedy, Sci-Fi, Ecchi",TV,"Lantis, TBS, Sony Music Communications, Overlap",8bit,6526.0,561,516,222425.0,381545,74.51810713356103
Strike the Blood,7.04,"Action, Fantasy, Supernatural, Ecchi",TV,"Movic, AT-X, Warner Bros. Japan, KlockWorx, ASCII Media Works, Showgate","SILVER LINK., Connect",3825.0,311,2226,305156.0,623278,78.21805872236371
Valvrave the Liberator 2nd Season,7.26,"Action, Sci-Fi",TV,"Aniplex, Dentsu, Mainichi Broadcasting System, Movic, Bandai, Bandai Namco Entertainment",Sunrise,2726.0,2044,199,52318.0,91786,62.2173126238754
Attack on Titan OAD,7.87,"Action, Drama",OVA,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Pony Canyon Enterprise",Wit Studio,781.0,470,897,258640.0,442327,77.71998463707794
Gingitsune: Messenger Fox of the Gods,7.16,"Slice of Life, Supernatural",TV,"TV Tokyo, Lantis, MediaNet, Pony Canyon, Movic, AT-X, KlockWorx, Glovision, Shueisha",Diomedéa,3233.0,2731,96,23343.0,56358,54.636598799798
Blood Lad OVA,7.11,"Action, Comedy, Fantasy",OVA,Kadokawa Shoten,Brain's Base,3478.0,1818,80,58454.0,110085,63.048621615915444
The Winds of Victory,5.46,Sports,OVA,Shinano Kikaku,Toei Animation,10891.0,15891,0,117.0,400,3.2429337503688442
Genshiken Second Season,7.43,Comedy,TV,Starchild Records,Production I.G,1956.0,2858,115,22847.0,51818,54.78008903276285
Chronicles of the Going Home Club,6.78,"Comedy, Slice of Life",TV,"VAP, Nippon Television Network",Nomad,4937.0,2926,116,17130.0,49715,51.2752671015083
